"","deploy_id","rw","rr","art","rotationRange","enoughRotation"
"105",232,0.739841529237279,0.631635752784667,TRUE,86.7001743452425,TRUE
"106",233,0.592412102560741,0.584330804879926,FALSE,92.0385852307274,TRUE
"107",234,0.102876602092083,0.153908391111898,FALSE,232.28048280626,TRUE
"108",235,0.595508981277062,0.59606879049147,FALSE,114.114990969971,TRUE
"109",237,0.971647173716076,0.972376700498705,FALSE,104.042287540261,TRUE
"110",239,0.384036215791039,0.451773712384032,FALSE,65.7194829448266,TRUE
"111",240,0.472735388635451,0.514153368802104,FALSE,142.446506887765,TRUE
"112",241,0.375501847584487,0.334676087954457,TRUE,211.78674231259,TRUE
"113",243,0.888331752276174,0.897217187536007,FALSE,98.0770213362416,TRUE
"114",246,0.170446412566466,0.155662435055825,TRUE,228.946780974781,TRUE
"115",251,0.289334281914277,0.283983982986396,FALSE,153.740771268596,TRUE
"116",253,0.928053285884658,0.931054396060411,FALSE,80.8710766455446,TRUE
"117",254,0.158330643565822,0.158409074096121,FALSE,196.660222325152,TRUE
"118",255,0.682505024238149,0.683912667710262,FALSE,59.7831853071793,TRUE
"119",258,0.408026487803155,0.411317111859241,FALSE,704.075857724761,TRUE
"120",259,0.109687953950121,0.116559674874149,FALSE,246.093686478432,TRUE
"121",261,0.0816468908344183,0.0733017210456041,TRUE,141.461457749839,TRUE
"122",263,0.9183025468309,0.906833409395441,FALSE,189.79952118742,TRUE
"123",265,0.423605020140971,0.418807012656413,FALSE,94.3927772799283,TRUE
"124",268,0.338801745793683,0.345535436742272,FALSE,91.4482200748805,TRUE
"125",270,0.998804820006369,0.938237544903011,TRUE,44.7110275008897,TRUE
"126",271,0.270269627641618,0.268960137862645,FALSE,133.689459686386,TRUE
"127",273,0.135147433525798,0.161192489595883,FALSE,159.881891275053,TRUE
"128",275,0.327591210535028,0.332809676358315,FALSE,118.057667634054,TRUE
"129",278,0.540326104731675,0.502316305937051,TRUE,165.440146579051,TRUE
"130",280,0.345138127172261,0.333170225582643,FALSE,54.3055061786966,TRUE
"131",281,0.202377036435469,0.654260900735331,FALSE,231.784457584506,TRUE
"132",282,0.815231067192287,0.826202410561697,FALSE,129.453141986411,TRUE
"133",285,0.264360663551961,0.434142840690337,FALSE,269.799385476859,TRUE
"134",286,0.426229519514404,0.429174248788649,FALSE,253.370475661363,TRUE
"135",287,0.87619995909716,0.859968368581367,FALSE,187.323618714798,TRUE
"136",288,0.65152260515448,0.617434731837463,TRUE,159.527584507964,TRUE
"137",291,0.288611765814592,0.274342889270774,TRUE,215.4636625562,TRUE
"138",292,0.900053369855523,0.884562754530697,FALSE,92.0887143658236,TRUE
"139",294,0.701679026106399,0.706575645913509,FALSE,98.3189890506733,TRUE
"140",295,0.73904496806583,0.758572296075115,FALSE,97.5409354970744,TRUE
"141",296,0.806582444843783,0.790905751314255,FALSE,130.1991819752,TRUE
"142",298,0.0654977589489992,0.071750880159436,FALSE,88.9641156542598,TRUE
"143",299,0.0865907420057969,0.110889724372271,FALSE,242.60003409833,TRUE
"144",300,0.511154983190883,0.570237692425852,FALSE,116.061767423529,TRUE
"145",301,0.2126566339173,0.319904056579754,FALSE,217.816431655855,TRUE
"146",303,0.532044165696028,0.318072485235368,TRUE,239.032976119919,TRUE
"147",305,0.286401265912659,0.280481661937535,FALSE,203.400394973178,TRUE
"148",308,0.573193271776256,0.665348498802531,FALSE,142.607630477005,TRUE
"149",309,0.415740186438077,0.420739123328109,FALSE,211.120304619061,TRUE
"150",310,0.280916543822116,0.457515314783411,FALSE,144.728260154423,TRUE
"151",312,0.354746325055561,0.375639290047053,FALSE,67.0264853552594,TRUE
"152",313,0.613287027811282,0.618903484843411,FALSE,25.0162756418976,FALSE
"153",314,0.836953892783736,0.842375596287173,FALSE,133.612491864805,TRUE
"154",316,0.962965357322932,0.96481403972469,FALSE,119.921362937637,TRUE
"155",318,0.473992322658479,0.472712279680669,FALSE,22.9900226376801,FALSE
"156",319,0.722525580750552,0.74722713899404,FALSE,68.0438022937995,TRUE
"157",324,0.334530121726966,0.405396810252725,FALSE,69.1594250795938,TRUE
"158",328,0.562857918000664,0.728892618341043,FALSE,15.7351469282043,FALSE
"159",329,0.876823561072287,0.798999838707393,TRUE,48.0550131977255,TRUE
"160",330,0.62957299558394,0.629237727525419,FALSE,0.45472075725101,FALSE
