"","trackNb","rotation","n","mean","se.mean","kappa","se.kappa","variance","r","p.value","signif","dir.n","dir.mean","dir.se.mean","dir.kappa","dir.se.kappa","dir.variance","dir.r","dir.p.value","dir.signif","turn.n","turn.abs.mean","turn.freq.gt45","speed.n","speed.mean","speed.sd","speed.median","speed.mad","bin.angle","deploy_id","fileName"
"621",1,"rotated",484,239.55164189971,2.96075364107302,1.37359427367095,0.0870578642365143,0.435071400763189,0.564928599236811,8.24769990048191e-68,TRUE,446,115.817426215467,49.3286085133459,0.0778100276298594,0.0670409732317765,0.961124399769003,0.0388756002309967,0.509642753107239,FALSE,418,80.1119835078629,0.672248803827751,446,0.452802934516506,0.308692019581466,0.382770227979783,0.257756872307963,0,198,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/198/stats.csv"
"641",1,"rotated",118,165.958644042708,40.1559132066266,0.18615915528201,0.131034960007148,0.907321295885208,0.0926787041147919,0.362931060339116,FALSE,118,132.967032203865,169.829970674109,0.0439273149210368,0.130236013863739,0.978041638494215,0.0219583615057846,0.944692295705183,FALSE,118,32.9954713117599,0.288135593220339,118,0.963552875738533,0.384100176393889,0.956026780613194,0.292560756043217,0,202,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/202/stats.csv"
"661",1,"rotated",648,240.185149704655,2.03711726862237,1.82875252038073,0.0902779708144641,0.331047257440963,0.668952742559037,1.15854580880328e-126,TRUE,632,244.383918754686,19.1333199580709,0.168756099454735,0.0565548083051329,0.915920891120452,0.0840791088795477,0.011472580217247,TRUE,616,39.8867297802004,0.342532467532468,632,0.727767521048267,0.356790235928295,0.697923654678815,0.332926834019503,0,205,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/205/stats.csv"
"681",1,"rotated",672,106.84627824222,2.96545894946709,1.13137196623028,0.0676746625744328,0.50657003465502,0.49342996534498,8.77742307324518e-72,TRUE,670,19.222273405488,58.4562104524751,0.0535608444771358,0.0546652250114556,0.973229176507284,0.026770823492716,0.618675990466597,FALSE,668,50.924307369467,0.413173652694611,670,0.52087712115768,0.347486377589054,0.462069128399812,0.346268943826664,0,207,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/207/stats.csv"
"701",1,"rotated",614,299.999005406838,6.91711561598406,0.479426576045725,0.0595344486397144,0.76690576944118,0.23309423055882,3.24905218540709e-15,TRUE,594,292.727736326398,65.4148809232421,0.0508320903715704,0.0580539980393114,0.974592160347221,0.0254078396527795,0.681498220093108,FALSE,579,55.8040361264977,0.511226252158895,594,0.592997645735413,0.342658199449229,0.527797874899942,0.275992607165978,0,209,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/209/stats.csv"
"721",1,"rotated",547,253.311361157544,9.61647618997653,0.363212208845776,0.0619637478011617,0.821322000038598,0.178677999961402,2.60453200988252e-08,TRUE,503,115.591547086749,60.082634123131,0.0601454566711648,0.0630994365183735,0.969940861883547,0.0300591381164527,0.634773810485554,FALSE,466,75.0758262233429,0.609442060085837,503,0.620797377229025,0.610564934244057,0.398421224031543,0.426868796067232,0,211,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/211/stats.csv"
"741",1,"rotated",629,309.590351092952,0.621296851732246,14.0302389055753,0.775723297470646,0.0363208721344849,0.963679127865515,2.05133406985738e-254,TRUE,617,136.397189459414,80.2283169789908,0.0406642009169256,0.056951746505145,0.979672100970392,0.0203278990296082,0.774948358132242,FALSE,606,98.7540760182125,0.798679867986799,617,0.292601748696945,0.295969427318981,0.15365899390531,0.152343574812741,0,212,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/212/stats.csv"
"761",1,"rotated",378,90.5776037151078,1.66847951977101,3.67193416245419,0.237770530337492,0.148905221522271,0.851094778477729,1.21977738211033e-119,TRUE,373,34.5277339679604,35.107322771664,0.119611589960529,0.0734216425459388,0.940300904228847,0.0596990957711534,0.264645178462299,FALSE,368,87.1047216415653,0.695652173913043,373,0.246876161051072,0.4151629459139,0.155587454084488,0.11619772304442,0,214,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/214/stats.csv"
"781",1,"rotated",174,3.48354468857849,1.02164129426495,18.5829900598741,1.96368457784954,0.0272888273865783,0.972711172613422,3.16788536712273e-72,TRUE,162,232.25189855621,68.8035924753681,0.0925766436457417,0.111289667132686,0.953761196150963,0.046238803849037,0.707257566070359,FALSE,153,105.056029209157,0.843137254901961,162,0.207150365456101,0.238166498905642,0.147361839979115,0.103141684240205,0,216,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/216/stats.csv"
"801",1,"rotated",4,316.113769664625,28.394420267849,1.62643176703518,1.05767836021495,0.131912557890211,0.868087442109789,0.0374489480970577,TRUE,2,1.80975592025388,240.453873250712,0.239129865326469,1.01072390553345,0.24655767835428,0.75344232164572,0.37374344308412,FALSE,0,NA,NA,2,2.73169991325865,3.19613135962842,2.73169991325865,3.35068512978592,0,218,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/218/stats.csv"
"821",1,"rotated",668,251.035142326365,5.6142641003953,0.569473280365633,0.058047954561395,0.726171009814506,0.273828990185494,1.7659433921204e-22,TRUE,666,73.742360729985,125.558771444512,0.0250075088841985,0.0548060881427547,0.987497222898726,0.0125027771012737,0.901127300020688,FALSE,664,44.113703850346,0.421686746987952,666,0.777624499204886,0.32444403581933,0.750463542348089,0.314575073781322,0,228,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/228/stats.csv"
"841",1,"rotated",202,199.310607518129,3.95946383684402,1.64529653850481,0.149976257778491,0.368364247215333,0.631635752784667,9.99805986052469e-36,TRUE,174,83.0533801947987,30.7950710729293,0.199969009987015,0.108015198377672,0.900511916602874,0.0994880833971258,0.178667114434771,FALSE,149,49.4411356989725,0.395973154362416,174,0.522938578702498,0.273293864783128,0.47786889870948,0.194287988891581,0,232,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/232/stats.csv"
"861",1,"rotated",628,178.777637812498,2.49023348811348,1.44669628480023,0.0786038025639998,0.415669195120074,0.584330804879926,7.51661057977018e-94,TRUE,612,95.153952794641,40.3703989292468,0.0811666416430801,0.0572368114547996,0.959450062937843,0.0405499370621567,0.365565428014924,FALSE,600,40.1076061778821,0.336666666666667,612,0.554613677264172,0.284895498434503,0.502109226775034,0.268306800291389,0,233,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/233/stats.csv"
"881",1,"rotated",672,338.323485589506,2.34613006767723,1.4930733169798,0.0773758678318695,0.40393120950853,0.59606879049147,2.031128716978e-104,TRUE,671,345.253006133002,55.8699657448644,0.055999359153593,0.0546272105817132,0.972011290307695,0.0279887096923046,0.591176984096177,FALSE,670,58.9647381535602,0.558208955223881,671,0.550271062407756,0.275531791153827,0.519632763927994,0.255277454706961,0,235,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/235/stats.csv"
"901",1,"rotated",656,336.861959469149,0.52942240250921,18.361266356471,0.999078189722998,0.0276232995012948,0.972376700498705,4.21725918607052e-270,TRUE,653,146.783598818503,3.64438069083384,0.91284321078577,0.0640053517334394,0.58457898496183,0.41542101503817,1.14504377707516e-49,TRUE,650,68.9887912804488,0.561538461538462,653,0.133703005742945,0.24490118355904,0.0419004107955234,0.062121549045443,0,237,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/237/stats.csv"
"921",1,"rotated",448,303.455331090819,4.01052788007274,1.01143700540716,0.0796572698205993,0.548226287615968,0.451773712384032,1.94805892473789e-40,TRUE,448,101.307800218805,18.3062057971637,0.209695155459229,0.067366269231181,0.895724473166332,0.104275526833668,0.00766357493499358,TRUE,448,82.2724804534063,0.654017857142857,448,0.393172691847443,0.348035896558375,0.299893324570921,0.280744111395082,0,239,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/239/stats.csv"
"941",1,"rotated",654,272.748444180676,4.59623928564051,0.710337588976128,0.0605391753694915,0.665323912045543,0.334676087954457,1.5363909681474e-32,TRUE,640,310.733460206769,43.4070764241929,0.0738133492643182,0.055958808404262,0.963118437867203,0.0368815621327966,0.418717102456272,FALSE,626,64.4613685056973,0.603833865814696,640,0.641104187204541,0.285846885238978,0.619433528553694,0.259766411448921,0,241,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/241/stats.csv"
"961",1,"rotated",507,11.1830343677983,1.18318666345622,5.1568856302091,0.301828604037614,0.102782812463993,0.897217187536007,5.61709696771836e-178,TRUE,483,0.851058681547668,116.104284050706,0.0317572722368757,0.0643611135284007,0.984123365293927,0.0158766347060726,0.885370907909217,FALSE,462,66.6928076029104,0.616883116883117,483,0.624582671461165,0.385594131659194,0.552836192945503,0.308038680671403,0,243,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/243/stats.csv"
"981",1,"rotated",455,10.0531029471099,6.54940985959636,0.592409569527916,0.070666557866908,0.716016017013604,0.283983982986396,1.15837806650979e-16,TRUE,411,350.969356860231,58.9866166435231,0.067777862039051,0.069818097293143,0.966130514107481,0.033869485892519,0.624080824430073,FALSE,372,54.2976440817087,0.497311827956989,411,0.813180184635723,0.396416084397964,0.772886305102069,0.344987105366216,0,251,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/251/stats.csv"
"1001",1,"rotated",241,218.499690238297,1.39396717967562,7.5295546935448,0.658291977299042,0.068945603939589,0.931054396060411,1.86159184510928e-91,TRUE,203,40.5233982700056,16.6094296817907,0.344925098117555,0.101473405759969,0.83005082084786,0.16994917915214,0.00284215455195343,TRUE,170,73.4783448171368,0.664705882352941,203,0.538017837550849,0.468934056722299,0.448472286688362,0.266726996986688,0,253,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/253/stats.csv"
"1021",1,"rotated",504,93.1983175432389,2.23454464661707,1.91102213530602,0.105920319290529,0.316087332289738,0.683912667710262,4.16638978938629e-103,TRUE,478,143.729266155653,15.9373021705119,0.233334184116341,0.0653450716044868,0.884119649803047,0.115880350196953,0.00163076482156718,TRUE,453,43.361451402961,0.337748344370861,478,0.498008315795604,0.25916541983881,0.465789299838384,0.242406482990127,0,255,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/255/stats.csv"
"1041",1,"rotated",593,77.5050292190256,14.224777319119,0.234720877063534,0.0586748210642616,0.883440325125851,0.116559674874149,0.000317005453928577,TRUE,561,253.690744914449,33.992244800376,0.100705070677617,0.0598216844095862,0.949711187986817,0.0502888120131834,0.24201655446518,FALSE,530,75.3179376823749,0.664150943396226,561,0.692226297209633,0.40613629251271,0.625200542958588,0.364387773006222,0,259,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/259/stats.csv"
"1061",1,"rotated",235,142.523768562835,36.0059555328754,0.146999066227275,0.0926269246502376,0.926698278954396,0.0733017210456041,0.282892463145486,FALSE,196,352.910184155278,77.7029293688145,0.0745114156175275,0.101120412430349,0.962770123483626,0.0372298765163743,0.762106868111865,FALSE,160,69.6799456254534,0.5875,196,0.657663253850966,0.390682419779218,0.597576890471269,0.346847696459986,0,261,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/261/stats.csv"
"1081",1,"rotated",599,196.224091824267,1.03392365076775,5.65468595984681,0.307310720886084,0.093166590604559,0.906833409395441,1.18229479999469e-214,TRUE,592,216.820460262184,17.6494076272155,0.189109679430525,0.0585136141493587,0.905865319797762,0.0941346802022379,0.00526901360364111,TRUE,585,88.1432169316007,0.682051282051282,592,0.162104146814059,0.210934896513813,0.0948345960724248,0.078480223091534,0,263,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/263/stats.csv"
"1101",1,"rotated",633,164.956336166282,3.66870161699737,0.921809624590306,0.0651824826984134,0.581192987343587,0.418807012656413,6.04302001541291e-49,TRUE,605,276.847789234563,67.9557018457489,0.0484839317099573,0.0575212992766457,0.975765154526766,0.0242348454732341,0.700939795241216,FALSE,580,63.0731749206232,0.543103448275862,605,0.799677830635486,0.451228175718874,0.751409965753373,0.461450366592557,0,265,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/265/stats.csv"
"1121",1,"rotated",449,290.033859659207,6.97679461274271,0.558549625488562,0.070648583856215,0.731039862137355,0.268960137862645,7.83276721212565e-15,TRUE,405,185.702121448099,88.4655982932559,0.0455189177584213,0.0703001377154017,0.977246433704516,0.0227535662954838,0.810844861867203,FALSE,370,61.3511511921039,0.537837837837838,405,0.62466152080381,0.329854021691507,0.589544202676015,0.319810087637401,0,271,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/271/stats.csv"
"1141",1,"rotated",585,47.139716971534,10.3234103929553,0.326663933190284,0.0596408262882684,0.838807510404117,0.161192489595883,2.5043512281109e-07,TRUE,569,73.4110221103371,86.3635695336767,0.039336245549198,0.0593041174584132,0.980335680403819,0.0196643195961805,0.802499513917978,FALSE,553,47.5896512172252,0.44122965641953,569,0.621258838892208,0.307848583812284,0.591346281919461,0.30324595432916,0,273,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/273/stats.csv"
"1161",1,"rotated",602,231.164724608976,4.81913954369761,0.705884614197615,0.0630313596677222,0.667190323641685,0.332809676358315,1.10084132551113e-29,TRUE,587,60.9117306306126,20.5117102255997,0.163319750383779,0.0586627945123168,0.91861117832764,0.0813888216723602,0.0204786919164586,TRUE,572,45.3824546832062,0.388111888111888,587,0.656558541236253,0.267383420633166,0.642785835290312,0.268200154099511,0,275,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/275/stats.csv"
"1181",1,"rotated",649,301.993790099652,2.95688613364694,1.1580283877792,0.069499719107944,0.497683694062949,0.502316305937051,7.60923073065542e-72,TRUE,640,222.209164607599,50.9925762609289,0.0628272118778993,0.0559430734650445,0.96860188356226,0.03139811643774,0.532092092650259,FALSE,631,78.133666903019,0.610142630744849,640,0.402362040921585,0.559339935459773,0.172762241234641,0.17696714108344,0,278,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/278/stats.csv"
"1201",1,"rotated",438,228.645974336963,5.64328560603471,0.706744118723843,0.0739108982972485,0.666829774417357,0.333170225582643,7.67387106227766e-22,TRUE,424,159.403235889099,44.3555199032027,0.0887606963629622,0.0687817400410498,0.955663300479973,0.0443366995200269,0.434536644825098,FALSE,411,84.6759607321317,0.652068126520681,424,0.347125861176292,0.454024190206595,0.169801187383641,0.163232313132274,0,280,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/280/stats.csv"
"1221",1,"rotated",500,83.2414215928136,1.57131072676056,3.22256383671706,0.178157951901904,0.173797589438303,0.826202410561697,5.92966220197694e-149,TRUE,434,58.3602715542717,36.0932787107497,0.107840455721017,0.0680324541967972,0.946158003588106,0.0538419964118938,0.28417958739533,FALSE,375,79.9359878324228,0.653333333333333,434,0.453653270313343,0.400233053797719,0.347096946757326,0.289778312794089,0,282,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/282/stats.csv"
"1241",1,"rotated",441,109.949270676202,4.27872484025531,0.949531858620757,0.0787500873026659,0.570825751211351,0.429174248788649,5.28586908604835e-36,TRUE,383,32.7420747174757,240.227060875584,0.0172355195146738,0.0722669623548746,0.991382560229158,0.00861743977084192,0.971958974494958,FALSE,339,54.309693016421,0.427728613569322,383,0.957447727066618,0.639536188713924,0.828923926246608,0.503603250832851,0,286,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/286/stats.csv"
"1261",1,"rotated",455,112.702401120139,2.72118917670953,1.5822254907411,0.0974211920153654,0.382565268162537,0.617434731837463,4.65898303510553e-76,TRUE,421,52.2252878511559,31.2993519601748,0.126297130126254,0.0691307029764615,0.936977009630284,0.0630229903697157,0.187839243507467,FALSE,395,84.2642789196157,0.665822784810127,421,0.686423474904684,0.548097547493359,0.548404817647628,0.474018740706315,0,288,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/288/stats.csv"
"1281",1,"rotated",267,68.7926986694325,1.7333040312048,4.62940577768948,0.368625117961439,0.115437245469303,0.884562754530697,1.86033253271373e-91,TRUE,238,344.901135428803,33.0588039273169,0.159128338585555,0.092105121580073,0.920686603463333,0.0793133965366666,0.223763332031611,FALSE,212,87.8267370163083,0.745283018867924,238,0.330331415110992,0.254146065070572,0.266162261485604,0.194900228096109,0,292,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/292/stats.csv"
"1301",1,"rotated",518,244.058314643351,2.09462560875701,2.04759451113841,0.110593699577301,0.293424354086491,0.706575645913509,4.86010104143555e-113,TRUE,480,320.809307309983,35.9457537753954,0.10295722402061,0.0646780220096091,0.948589477709829,0.0514105222901708,0.281208170107568,FALSE,442,65.5995791007662,0.574660633484163,480,0.855769142762059,0.506255456780913,0.755181487239218,0.384343377809493,0,294,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/294/stats.csv"
"1321",1,"rotated",435,150.200462774485,1.86160388858056,2.75584788726744,0.160819052021551,0.209094248685745,0.790905751314255,6.6942324032955e-119,TRUE,396,89.181356063912,154.407916489721,0.0263717743173774,0.0710761726495344,0.98681525900784,0.0131847409921597,0.933476389813632,FALSE,366,85.1882092574674,0.713114754098361,396,0.486605868708165,0.291821553943288,0.451801714413419,0.263832123479433,0,296,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/296/stats.csv"
"1341",1,"rotated",667,358.657616450748,21.8351844675103,0.143872732125443,0.0549711081075131,0.928249119840564,0.071750880159436,0.032262751064537,TRUE,661,164.485090873095,24.5078431622609,0.12873031739292,0.055177456012169,0.935767800685858,0.0642321993141417,0.0654062435211356,FALSE,656,50.3095770009625,0.445121951219512,661,0.448990465484043,0.228932938614287,0.416349462189495,0.211255536093485,0,298,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/298/stats.csv"
"1361",1,"rotated",466,112.492458773055,2.98210748770616,1.39318347128239,0.0893878315434572,0.429762307574148,0.570237692425852,1.55413339087306e-66,TRUE,449,143.331079608772,47.1722330664142,0.0810973042194357,0.0668231674566083,0.959484646230099,0.0405153537699009,0.478532687922843,FALSE,433,78.5590689966921,0.699769053117783,449,0.579606675750307,0.315869468670935,0.530334175492024,0.277828828525289,0,300,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/300/stats.csv"
"1381",1,"rotated",668,68.4140204055385,2.0223940718755,1.80975319738803,0.0882203032719232,0.334651501197469,0.665348498802531,3.73398336673263e-129,TRUE,664,345.020879822625,66.313010720402,0.0474259328088773,0.0549052755382751,0.976293698052748,0.0237063019472516,0.688554689366141,FALSE,660,66.0496049769696,0.546969696969697,664,0.523750141471613,0.445168553338166,0.408658846561216,0.342718214866037,0,308,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/308/stats.csv"
"1401",1,"rotated",661,112.546417915628,3.25554607882923,1.02750287319232,0.0659175420962483,0.542484685216589,0.457515314783411,8.14168089517577e-61,TRUE,650,30.3040746241931,16.3882428764452,0.194388337381304,0.0558630770785187,0.903262009906729,0.0967379900932708,0.00228165283107918,TRUE,639,50.9736698857034,0.458528951486698,650,1.15381745828186,0.561804734376405,1.09663889324525,0.492293091659586,0,310,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/310/stats.csv"
"1421",1,"rotated",674,71.5854943762247,4.0017464879032,0.810515780976519,0.0611942740994806,0.624360709952947,0.375639290047053,4.97232396154764e-42,TRUE,672,331.286513554504,27.3564511098137,0.114353035715761,0.0546882388347308,0.94291673755613,0.0570832624438704,0.111949071704029,FALSE,670,69.4657570579164,0.588059701492537,672,0.63921151179749,0.450587839892069,0.566160884657934,0.420866090122396,0,312,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/312/stats.csv"
"1441",1,"rotated",1343,128.852507597076,0.911398784070705,3.49890605456498,0.119357797035402,0.157624403712827,0.842375596287173,0,TRUE,1343,295.653499237024,16.7583495136149,0.132081213460719,0.0387164335771815,0.934102987147871,0.0658970128521293,0.0029326022953928,TRUE,1343,78.9264715714915,0.653015636634401,1343,0.616140261535981,0.429113183078751,0.523313965405042,0.340804220279503,0,314,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/314/stats.csv"
"1461",1,"rotated",664,267.519221835777,0.595012202153303,14.4738104032003,0.779392547057802,0.0351859602753096,0.96481403972469,3.6703200504836e-269,TRUE,660,334.286455187895,15.1384043617302,0.208912711218208,0.0554987336849487,0.896109347002691,0.103890652997309,0.000805895291701803,TRUE,656,87.2234857957649,0.689024390243902,660,0.257161702405078,0.335997396233963,0.160501264922165,0.1269708122919,0,316,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/316/stats.csv"
"1481",1,"rotated",241,83.6223056766451,2.79283435196991,2.33977771296015,0.182994626934147,0.25277286100596,0.74722713899404,3.63480967129983e-59,TRUE,216,310.57616164626,36.6601197905428,0.150602112583125,0.0966342917514845,0.924911622382573,0.0750883776174275,0.29586112060829,FALSE,193,78.5406560591222,0.673575129533679,216,0.513346779820689,0.271995346567426,0.473904458559749,0.222353173099753,0,319,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/319/stats.csv"
"1501",1,"rotated",150,18.1876932270208,3.10165036682617,2.84991154170597,0.283910599594728,0.201000161292607,0.798999838707393,2.58173735982042e-42,TRUE,142,300.048063186017,61.0105570337633,0.11153873611706,0.118955014331489,0.944317179410433,0.055682820589567,0.643854915820816,FALSE,134,78.6753356549728,0.619402985074627,142,0.254775109538669,0.260583522416153,0.175715766330423,0.116455981846609,0,329,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/329/stats.csv"
"1521",1,"rotated",104,45.3045046366897,4.38037272550142,2.24197974293418,0.267573961325729,0.265307986379064,0.734692013620936,4.17161152295196e-25,TRUE,88,359.47850813137,34.7527683437264,0.249508771416146,0.152515774490619,0.876206290161448,0.123793709838552,0.259606133314592,FALSE,73,66.1232892257098,0.534246575342466,88,0.479873934667312,0.348006076043425,0.41060568498042,0.32403607265088,0,331,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/331/stats.csv"
"1541",1,"rotated",39,340.382381651486,13.2051527597162,1.04477505141033,0.272898275942719,0.53636826389146,0.46363173610854,0.000154800032461787,TRUE,32,298.589007377845,19.2305600851379,0.771420494037841,0.277937768971105,0.640111588593706,0.359888411406294,0.0147171310314975,TRUE,25,69.3853311464904,0.68,32,0.545290175237568,0.26822725705664,0.557277044200665,0.249427442762905,0,333,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/333/stats.csv"
"1561",1,"rotated",133,247.029307039074,4.44438665611112,1.85713878768061,0.201627954413935,0.325768267129059,0.674231732870941,5.5263986942159e-27,TRUE,108,68.0254907068042,39.7385097570884,0.196679888405198,0.137069910059538,0.902132486719551,0.0978675132804491,0.355429124960274,FALSE,91,83.3289617911076,0.67032967032967,108,0.511920062311102,0.435044803162372,0.444205053624587,0.38077330446286,0,343,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/343/stats.csv"
"1581",1,"rotated",338,217.041352615327,68.075761991399,0.0647590622763114,0.0769835643812835,0.967637430892939,0.0323625691070607,0.701875299221092,FALSE,299,190.606301506812,37.2758968147957,0.125835457266557,0.0820289165462244,0.937206476416961,0.0627935235830389,0.307596950703266,FALSE,262,63.9105367194853,0.545801526717557,299,0.729090202229273,0.377093729029401,0.705008508081596,0.349554748235462,0,349,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/349/stats.csv"
"1601",1,"rotated",168,222.403977390462,37.3960361032372,0.167462048802975,0.109682712952398,0.916561113477669,0.0834388865223306,0.310483652568741,FALSE,145,336.592869783827,38.6705216587668,0.174339582184178,0.11811341891014,0.913159708248825,0.0868402917511746,0.335048741958543,FALSE,123,64.3870989458922,0.528455284552846,145,0.55715161424221,0.389461045859359,0.509792636694129,0.328151227803115,0,351,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/351/stats.csv"
"1621",1,"rotated",698,18.1546093329946,8.14550546205469,0.379884134078098,0.054977860784937,0.813400817389576,0.186599182610424,2.78596988869518e-11,TRUE,694,135.222931666392,146.817037729385,0.0209504497749007,0.0536872306910586,0.98952534979548,0.0104746502045202,0.926682293096936,FALSE,690,56.0715691853587,0.488405797101449,694,0.524233488868823,0.301069720884252,0.490855994320037,0.272672982767794,0,353,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/353/stats.csv"
"1641",1,"rotated",512,294.586380047144,2.18775187003707,1.94540788477991,0.106603824566238,0.310134563882832,0.689865436117168,1.50063453713361e-106,TRUE,505,208.547796302285,42.6938002350042,0.084493006174468,0.0630159184214856,0.957791152098876,0.0422088479011237,0.406691097960355,FALSE,498,58.0075383824918,0.516064257028112,505,0.337662715516303,0.200731703479516,0.315917345386053,0.189091383757957,0,355,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/355/stats.csv"
"1661",1,"rotated",319,354.55690029487,1.72700671087551,3.99634968660491,0.285241586209007,0.135545653208015,0.864454346791985,2.96272463293486e-104,TRUE,298,120.40177876957,25.006784925527,0.188117270096584,0.0824668403203458,0.906354970546056,0.0936450294539442,0.0732938423801413,FALSE,278,64.3913734980898,0.561151079136691,298,0.500791536782126,0.250381927877712,0.458418465330898,0.227102858669259,0,357,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/357/stats.csv"
"1681",1,"rotated",183,12.2700146453212,3.14654993441164,2.40295205366714,0.21549259195354,0.245187172116584,0.754812827883416,5.23859921696907e-46,TRUE,168,331.527655575775,11.0991107612984,0.574593056485006,0.115869914106789,0.723896200586045,0.276103799413955,2.74097803948547e-06,TRUE,153,55.3814454892272,0.57516339869281,168,0.517452346472535,0.294396949524428,0.477990862917204,0.257168535010449,0,359,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/359/stats.csv"
"1701",1,"rotated",86,308.828127515732,10.0311901063431,0.913947767425872,0.176427423205529,0.58416100182049,0.41583899817951,3.47918274898743e-07,TRUE,69,226.282372844026,65.8978738056918,0.148230209174627,0.17095275818964,0.926087706961074,0.0739122930389264,0.68595114753576,FALSE,53,64.9816120687496,0.584905660377358,69,0.579072463309921,0.432154328708988,0.536749128487824,0.307192705007308,0,361,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/361/stats.csv"
"172",1,"rotated",135,328.946519592251,4.53941021244902,1.78853209813355,0.194529117119526,0.338745736180006,0.661254263819994,2.31056070872431e-26,TRUE,115,156.089027112503,20.5997063993496,0.369904527764709,0.135260954141305,0.818138055107059,0.181861944892941,0.0222929854228513,TRUE,97,61.8918492156101,0.536082474226804,115,0.541317668684009,0.349817700796789,0.501005877495789,0.285713379663973,0,363,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/363/stats.csv"
"174",1,"rotated",870,36.6377020360201,5.30486235670957,0.526650070540423,0.050441894463945,0.745375079058619,0.254624920941381,3.187310659628e-25,TRUE,868,291.356487913961,44.2162153499523,0.0622158767571286,0.0480363749939137,0.968907103541985,0.0310928964580155,0.432075556636688,FALSE,866,53.2591215276332,0.480369515011547,868,Inf,NA,0.50070063040623,0.293785617031304,0,46,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/46/stats.csv"
"176",1,"rotated",897,59.5444267404589,7.45115581289034,0.366105217245384,0.0484064117488114,0.819944921539963,0.180055078460037,2.34671751932829e-13,TRUE,895,262.9356512516,49.268324898448,0.0549845091710668,0.0472987431612846,0.972518129831104,0.0274818701688962,0.508672136166801,FALSE,893,51.5180020059458,0.442329227323628,895,Inf,NA,0.485678221530958,0.293809434291096,0,48,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/48/stats.csv"
"178",1,"rotated",847,227.561446155131,3.57187923447934,0.809995133789977,0.0545805245949817,0.624568474381958,0.375431525618042,1.42015420852158e-52,TRUE,834,174.527097726514,65.701059607789,0.0427102128424359,0.0489869600955487,0.978649761495472,0.0213502385045276,0.683748951554259,FALSE,821,54.6616918501101,0.482338611449452,834,Inf,NA,0.620322428370488,0.428862150690528,0,50,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/50/stats.csv"
