"","trackNb","rotation","n","mean","se.mean","kappa","se.kappa","variance","r","p.value","signif","dir.n","dir.mean","dir.se.mean","dir.kappa","dir.se.kappa","dir.variance","dir.r","dir.p.value","dir.signif","turn.n","turn.abs.mean","turn.freq.gt45","speed.n","speed.mean","speed.sd","speed.median","speed.mad","bin.angle","deploy_id","fileName"
"114",1,"rotated",657,355.510284331953,3.46125786552982,0.962965259726906,0.0647855014798816,0.565857159309663,0.434142840690337,1.66234789740654e-54,TRUE,651,167.01020746023,34.4769504493065,0.0921613092261245,0.0555156741573319,0.953968200503274,0.0460317994967264,0.251724210447178,FALSE,645,71.4120343994232,0.575193798449612,651,0.572404111827368,0.529645337347886,0.400332491506351,0.417081357526035,0,285,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/285/stats.csv"
"116",1,"rotated",550,69.9896486024645,1.33835091097791,3.88035251681633,0.210014094326563,0.140031631418633,0.859968368581367,2.24225987860533e-177,TRUE,522,108.241924667438,55.7530903457603,0.063627267931419,0.0619454326204502,0.968202454571642,0.0317975454283581,0.589909706673737,FALSE,496,72.9825027877848,0.608870967741935,522,0.379166993344301,0.353122135128492,0.267732374700136,0.181979760812219,0,287,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/287/stats.csv"
"118",1,"rotated",673,48.5853601116337,5.58247193373515,0.570628979753245,0.057845413063399,0.725657110729226,0.274342889270774,1.00419475805748e-22,TRUE,672,261.858752391314,34.7983657298047,0.0898696781914097,0.0546370896962905,0.95511046463859,0.0448895353614096,0.258172503648124,FALSE,671,58.8653983877429,0.499254843517139,672,0.492394685157641,0.317467701110359,0.458421638559544,0.334151170055443,0,291,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/291/stats.csv"
"120",1,"rotated",157,177.437276299344,3.36592626063388,2.43548698006664,0.235749933795212,0.241427703924885,0.758572296075115,5.81587335810178e-40,TRUE,144,75.2602905884768,100.102152852936,0.0674740043435394,0.117951734104283,0.966282182731873,0.0337178172681266,0.848986212080054,FALSE,133,89.5090190931902,0.706766917293233,144,0.341333317736669,0.192424654771998,0.305581663641794,0.174067001515594,0,295,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/295/stats.csv"
"122",1,"rotated",289,47.7495756744526,21.4251060336453,0.223156980211871,0.0839659270604309,0.889110275627729,0.110889724372271,0.028618627822133,TRUE,255,333.118098791577,26.0669022296251,0.195122550277094,0.0891937803702114,0.902900069708294,0.0970999302917057,0.090334024277011,FALSE,225,45.5262250362038,0.422222222222222,255,0.78502070490591,0.358971585481308,0.787505063403576,0.390177225589295,0,299,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/299/stats.csv"
"124",1,"rotated",319,190.884949989356,6.90309365795802,0.675338661524398,0.0859605524272009,0.680095943420246,0.319904056579754,6.63767178457488e-15,TRUE,289,55.9761390675185,45.1676270303726,0.105599963667637,0.0833629779486052,0.947273480092174,0.0527265199078258,0.447783767211902,FALSE,263,45.4344099903306,0.429657794676806,289,0.671388214882752,0.257442937537165,0.650026145507199,0.255627445747741,0,301,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/301/stats.csv"
"126",1,"rotated",276,311.900479898895,7.46648059091444,0.671037394171523,0.0923218358250485,0.681927514764632,0.318072485235368,7.4682222870836e-13,TRUE,242,205.286199984931,290.320323345135,0.0179416031197172,0.0909145778661747,0.991029559384661,0.00897044061533865,0.980714932069662,FALSE,221,62.0095247929046,0.506787330316742,242,0.432385507905728,0.289729967352941,0.385986649775199,0.202175592313194,0,303,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/303/stats.csv"
"128",1,"rotated",436,195.790975078886,6.77772864177799,0.584475381282968,0.0720710909933593,0.719518338062465,0.280481661937535,1.26956289621221e-15,TRUE,419,302.063697027441,15.8472499242815,0.250768234735002,0.0699036451401874,0.875591075065224,0.124408924934776,0.00152599858583214,TRUE,405,65.0437805033294,0.580246913580247,419,0.460615944818715,0.315281317330408,0.384516892837991,0.265645213570772,0,305,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/305/stats.csv"
"130",1,"rotated",476,319.323597316285,4.20936089755113,0.926945183645112,0.0752830657923877,0.579260876671891,0.420739123328109,2.54328697456861e-37,TRUE,467,188.845137435221,149.556628515871,0.0250720927221503,0.0654497123954791,0.987464938570968,0.0125350614290318,0.929248888186449,FALSE,460,80.3923396576741,0.66304347826087,467,0.273113434027102,0.20596453477778,0.22341342031332,0.157260749225451,0,309,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/309/stats.csv"
"132",1,"rotated",644,112.224120040586,2.2799749233404,1.58859894030943,0.0820967545753044,0.381096515156589,0.618903484843411,7.39237361567541e-108,TRUE,641,324.482167367779,24.1604322994275,0.132611253183966,0.0560422708593308,0.93383969953016,0.0661603004698396,0.0604598473378773,FALSE,638,70.8556391516446,0.570532915360502,641,0.602972213610006,0.477066968708961,0.472870659559635,0.422570431641721,0,313,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/313/stats.csv"
"134",1,"rotated",43,69.4642969281448,12.3052276690787,1.07072532598761,0.262120739554799,0.527287720319331,0.472712279680669,4.12849679786151e-05,TRUE,34,249.354191580631,24.6235050584446,0.575768897729146,0.257626041984683,0.723374401962401,0.276625598037599,0.0732698888716946,FALSE,25,60.1376609799182,0.52,34,0.441563895538809,0.26820857280612,0.355612857633382,0.20099506546861,0,318,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/318/stats.csv"
"136",1,"rotated",239,104.388188533442,6.18700889493697,0.886543935008889,0.104983227655553,0.594603189747275,0.405396810252725,8.73816789342658e-18,TRUE,226,315.235136316715,24.7299997659741,0.21859989688136,0.09491509640991,0.891347698625835,0.108652301374165,0.0693906666918285,FALSE,214,48.7743812125928,0.401869158878505,226,0.563059743901028,0.498664197944436,0.500721160660092,0.317005442648118,0,324,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/324/stats.csv"
"138",1,"rotated",146,116.350298501352,3.74770735997174,2.19924813176183,0.221872322538344,0.271107381658957,0.728892618341043,2.05518033278176e-34,TRUE,127,286.950349309322,17.4148640134807,0.417309926792653,0.129591072639951,0.795753384678897,0.204246615321103,0.00500149533876889,TRUE,112,78.6973498698778,0.651785714285714,127,0.262869740820711,0.232570572451092,0.193526902912197,0.137966899601076,0,328,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/328/stats.csv"
"140",1,"rotated",15,137.381368079713,15.2136164127918,1.55283452861049,0.530290570915843,0.370762272474581,0.629237727525419,0.00159867101944776,TRUE,12,113.280764616856,92.0505834560082,0.255138202083831,0.413232221113318,0.732499151711913,0.267500848288087,0.432714270202991,FALSE,10,64.8415576239573,0.6,12,0.733474603962764,0.824429600997161,0.508311343750305,0.472487420620593,0,330,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/330/stats.csv"
"142",1,"rotated",172,212.742170811391,5.59474061231349,1.1936810991565,0.136700012868652,0.486004251353822,0.513995748646178,1.84179670289444e-20,TRUE,122,152.352529763932,36.1331915358254,0.203550036825239,0.129031689764913,0.898748425176378,0.101251574823622,0.286295858860178,FALSE,81,97.865445143569,0.790123456790123,122,0.398505556746395,0.313045405415143,0.312924498306382,0.298048186406056,0,332,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/332/stats.csv"
"144",1,"rotated",83,110.257269086767,4.35825294940799,2.66380568468502,0.355199993974617,0.217584077235476,0.782415922764524,8.57592633514655e-23,TRUE,75,174.319266914149,82.54744599395,0.113436329714082,0.163693328019028,0.943372868939032,0.0566271310609681,0.786236691300388,FALSE,69,70.1362701251904,0.521739130434783,75,Inf,NA,0.272606224893477,0.19147977594266,0,334,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/334/stats.csv"
"146",1,"rotated",358,19.7836592744647,1.40505555590085,5.17640490930625,0.360695952624928,0.102368120322831,0.897631879677169,5.31073790882157e-126,TRUE,334,138.594781876964,37.6439753733913,0.117881473837112,0.0775839531733001,0.94116140593658,0.0588385940634201,0.31464779697157,FALSE,315,99.0022469715265,0.784126984126984,334,0.200869316736262,0.302465208894532,0.0811177247820178,0.0590155610372123,0,344,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/344/stats.csv"
"148",1,"rotated",720,247.701232756324,2.07772087242384,1.66498002270794,0.0800757604758385,0.364081701614791,0.635918298385209,3.54666459462602e-127,TRUE,714,307.000867494979,77.8316914185422,0.0389648725539013,0.0529406790272567,0.980521260215874,0.0194787397841261,0.762687567372462,FALSE,708,62.5549208825674,0.594632768361582,714,0.41658699084577,0.264737987129441,0.377360051575163,0.223789604986134,0,352,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/352/stats.csv"
"150",1,"rotated",57,170.28464322403,6.38888130915141,2.01503020750055,0.328900976154116,0.298595070775104,0.701404929224896,6.62851202695945e-13,TRUE,52,231.296533310669,44.1364184273881,0.25562335772687,0.19851945393354,0.873220826086876,0.126779173913124,0.433530180445147,FALSE,47,72.6972147915395,0.574468085106383,52,0.715390286718394,0.897193521526645,0.260834905100851,0.353073669192436,0,356,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/356/stats.csv"
"152",1,"rotated",382,185.170632516898,1.7773023151878,3.28227171228557,0.208096705018919,0.170051649847877,0.829948350152123,5.31342627546907e-115,TRUE,365,308.996087723876,18.1437459265151,0.234557376564888,0.0747870670961768,0.883520413598744,0.116479586401256,0.0070682996678456,TRUE,350,57.6351255410753,0.508571428571429,365,0.359774985093447,0.226153663230341,0.320101224109528,0.195006543840536,0,358,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/358/stats.csv"
"154",1,"rotated",157,62.0555708076087,18.287167123807,0.3564054593322,0.11555580978568,0.82456617581381,0.17543382418619,0.00797061848971041,TRUE,143,65.0596607061755,20.6714457551692,0.330005895205481,0.120678207278814,0.837202031022003,0.162797968977997,0.0225966287410575,TRUE,133,58.0125249530718,0.488721804511278,143,0.50838175997474,0.378541349043393,0.438417403694209,0.280961199144192,0,360,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/360/stats.csv"
"156",1,"rotated",232,287.26448069306,12.7360772772659,0.422289650948676,0.0959539529895507,0.793419872672463,0.206580127327537,5.01405262565938e-05,TRUE,216,143.704447618971,329.867435160199,0.0167139421027675,0.0962300850629924,0.991643320756134,0.00835667924386615,0.985029033111108,FALSE,201,54.1793711666947,0.482587064676617,216,0.600270574168794,0.367059857393173,0.547214700725689,0.244036824759944,0,362,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/362/stats.csv"
"158",1,"rotated",992,102.640808509789,1.19695621707412,2.88365629228911,0.11181885856024,0.198230113897185,0.801769886102815,1.13178960377856e-277,TRUE,992,122.33048897318,60.0080018374614,0.0428768152466616,0.0449168032715209,0.978566517469908,0.0214334825300917,0.633991951144736,FALSE,992,91.3363788950564,0.747983870967742,992,0.503696089177241,0.387636699551444,0.427246425633904,0.30437108727508,0,45,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/45/stats.csv"
"160",1,"rotated",986,51.3683180943646,6.90734519476522,0.376866120056917,0.0462376565622005,0.814832082869727,0.185167917130273,2.07848459071823e-15,TRUE,986,339.39300883922,45.0055649355053,0.0573485174617603,0.0450655081899987,0.971337522980665,0.0286624770193351,0.444842023756123,FALSE,986,69.861310070342,0.599391480730223,986,0.392408624219611,0.26406469989228,0.338304793962401,0.227304228964831,0,47,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/47/stats.csv"
"162",1,"rotated",437,20.6020329506791,5.97763704195853,0.66584752069165,0.073281751762045,0.684142135092109,0.315857864907891,1.16333557761205e-19,TRUE,401,324.843940781673,25.1534438202914,0.161127917159991,0.0709662698014422,0.919696358893849,0.0803036411061506,0.0753268537129601,FALSE,368,49.7237712643547,0.456521739130435,401,0.842800730634266,0.403379414105205,0.791929150068695,0.43343057651809,0,79,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/79/stats.csv"
"164",1,"rotated",575,119.510254605629,1.51291565838226,3.06238811049573,0.15691411648059,0.184627035130103,0.815372964869897,9.51333236494668e-167,TRUE,556,220.835221380737,55.0583853020737,0.0624284435173102,0.060019842198898,0.968800974798714,0.0311990252012864,0.582050060426132,FALSE,538,56.7684141717373,0.488847583643123,556,0.454086245261338,0.274895263840414,0.400944746451429,0.229799566181687,0,81,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/81/stats.csv"
"166",1,"rotated",596,118.656366586467,1.22569806399214,4.2088615091995,0.221432581420572,0.128044309199494,0.871955690800506,1.59433097219513e-197,TRUE,589,241.348326901409,10.216746815604,0.328982188355844,0.0594545842013694,0.837693682776743,0.162306317223257,1.82552575655417e-07,TRUE,583,70.5629112769518,0.598627787307033,589,0.320413910411961,0.219749794061936,0.268661300844905,0.161031366858509,0,87,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/87/stats.csv"
"168",1,"rotated",627,351.685264406681,1.80143607363717,2.21134018775847,0.10760226943208,0.269445582600375,0.730554417399625,4.67115364680483e-146,TRUE,616,125.106557933773,87.4022520030588,0.0373561855643451,0.0569951973860265,0.981325164583773,0.0186748354162272,0.806678823354356,FALSE,606,48.8868614149954,0.389438943894389,616,0.540681707225203,0.433911102130274,0.446905142134815,0.33077662395613,0,89,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/89/stats.csv"
"170",1,"rotated",527,83.4055246654067,3.00949533497853,1.28064912840934,0.0805831256111384,0.461385665833516,0.538614334166484,4.00544593791506e-67,TRUE,497,247.06744692598,55.8757131042195,0.0650655670153001,0.063486503466388,0.967484420394819,0.0325155796051812,0.591283506730216,FALSE,475,52.3666383342424,0.490526315789474,497,0.659077001466384,0.335756230273248,0.637960414617769,0.339154465906761,0,93,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/93/stats.csv"
"21",1,"rotated",1067,298.430506565452,2.6183811110229,1.00295845022326,0.051476745044256,0.551276770223213,0.448723229776787,4.95224904075328e-94,TRUE,1065,62.8574421457509,62.2416038955202,0.0398956225945397,0.0433480718552511,0.980056156418116,0.0199438435818836,0.654678440051699,FALSE,1063,48.3732550765951,0.393226716839135,1065,0.457671643763283,0.269775376894936,0.423827954760084,0.223582988885037,0,100,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/100/stats.csv"
"41",1,"rotated",1070,149.257587666519,7.70203019961435,0.323708542946019,0.0440835050533121,0.840228352093959,0.159771647906041,1.37321276462959e-12,TRUE,1069,72.601843563269,112.726953499057,0.0219853876106724,0.0432579070780986,0.989007970315961,0.0109920296840389,0.878831915478622,FALSE,1068,40.9886029467555,0.325842696629214,1069,0.548697829145256,0.280141945278562,0.514979587905937,0.249818423539475,0,116,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/116/stats.csv"
"61",1,"rotated",1070,344.265707651236,21.3934306079567,0.115885559238694,0.0433426388462007,0.942154269867805,0.0578457301321945,0.027865734776776,TRUE,1069,133.186899294166,112.016814318837,0.0221247741616464,0.0432579569422469,0.988938289751547,0.0110617102484529,0.877389399062326,FALSE,1068,42.3551994736294,0.362359550561798,1069,0.590282448980745,0.289322345544325,0.566491397511274,0.278333182042128,0,120,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/120/stats.csv"
"81",1,"rotated",1058,112.034242135947,2.29212504339051,1.17185156826163,0.0546960025737841,0.493127578323411,0.506872421676589,8.90519133127824e-119,TRUE,1053,200.311158777628,10.6031801229922,0.236316686035845,0.0440377921343171,0.882658759987073,0.117341240012927,5.0499271274495e-07,TRUE,1048,45.8418755164181,0.397900763358779,1053,0.63821646344041,0.424064143852065,0.57720062264092,0.385090587215315,0,122,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/122/stats.csv"
"101",1,"rotated",962,53.0402534742228,4.95570137081973,0.536451227173301,0.0480585337851946,0.740952240302611,0.259047759697389,9.20037350087293e-29,TRUE,942,103.960016171409,65.381076254339,0.0403835386957454,0.046091657467311,0.979812345701504,0.0201876542984957,0.681196828687876,FALSE,924,46.2595645420501,0.386363636363636,942,0.825956637916071,0.488681596575074,0.736650420272925,0.397277998885745,0,124,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/124/stats.csv"
"121",1,"rotated",620,156.057886062373,1.75264179331888,2.31791457539891,0.11307188542556,0.255489342741864,0.744510657258136,5.60786631467025e-150,TRUE,580,352.665797570686,73.4248101066952,0.0458287273853304,0.058745146913716,0.977091650001266,0.0229083499987341,0.737580790884904,FALSE,543,57.0032127621355,0.484346224677716,580,0.813398221054543,0.508316467853813,0.736064602194761,0.38771019814739,0,127,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/127/stats.csv"
"141",1,"rotated",1068,81.7410281388568,24.5917437180797,0.100887802429083,0.0433568214386267,0.949620169228368,0.0503798307716317,0.0664889169057513,FALSE,1066,37.565275148313,2694.56950052071,0.000921021272737024,0.043314815071751,0.999539489412462,0.00046051058753826,0.999773958929817,FALSE,1064,68.7301081999541,0.546992481203007,1066,0.530109691935146,0.511882515220947,0.3554925181485,0.318273814824409,0,129,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/129/stats.csv"
"161",1,"rotated",928,308.085704107108,3.2045563798803,0.867040919853677,0.0529791172916152,0.602126376924018,0.397873623075982,1.58387162876585e-64,TRUE,905,8.42628425641566,18.1096046041049,0.14893785440541,0.0472055893283672,0.925736795603416,0.0742632043965841,0.00679820758382479,TRUE,883,79.8633971159348,0.626274065685164,905,0.495321331784394,0.529472317662874,0.297443118591252,0.282091300309368,0,138,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/138/stats.csv"
"181",1,"rotated",1066,116.390361805234,11.3021265032054,0.220246459999673,0.0437088362280491,0.890539081179952,0.109460918820048,2.83779143983107e-06,TRUE,1066,139.790758073271,90.5632049091876,0.0274048625697229,0.043320907679908,0.986298854915222,0.0137011450847785,0.818639889247539,FALSE,1066,44.4448532298398,0.397748592870544,1066,0.606390105466129,0.331864288007078,0.5605773489652,0.271253035544383,0,140,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/140/stats.csv"
"201",1,"rotated",671,156.295670855691,3.4186388059417,0.964937028894772,0.0641451020319517,0.565130882987753,0.434869117012247,7.7771058864838e-56,TRUE,667,127.887423252672,66.9806032974841,0.046847370107478,0.0547811012382549,0.976582738520328,0.0234172614796724,0.693668189317523,FALSE,663,48.6051542228602,0.431372549019608,667,0.652609154307182,0.377929387878187,0.610740809663566,0.37194370798347,0,143,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/143/stats.csv"
"221",1,"rotated",647,306.190764620289,9.10857363863021,0.352422329640902,0.0568937653796581,0.826467252896984,0.173532747103016,3.45477514399964e-09,TRUE,634,204.332134962522,20.742980043314,0.155372971405116,0.0564198442485558,0.922546994743823,0.0774530052561766,0.0222960504355096,TRUE,623,42.961322242036,0.309791332263242,634,0.877728504875664,0.945608160473241,0.551674841976287,0.544867910994629,0,145,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/145/stats.csv"
"241",1,"rotated",661,32.7531072086683,2.38871886203699,1.47531072692402,0.0774756451718278,0.408375454415922,0.591624545584078,3.31393680813224e-101,TRUE,653,333.307295296256,38.1313189897689,0.0831930291777232,0.05541427305299,0.958439430465918,0.0415605695340824,0.323707660202439,FALSE,645,52.6112292136714,0.452713178294574,653,0.474444784755599,0.359161630150745,0.404371728319842,0.366062466368188,0,147,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/147/stats.csv"
"261",1,"rotated",671,267.536532364593,1.84199742901011,2.04514564216076,0.0970713145705208,0.293808322323121,0.706191677676879,4.68908527467783e-146,TRUE,670,69.0797494572752,61.6713584985335,0.0507676023409426,0.0546622396398832,0.974624373181274,0.0253756268187263,0.649580809616873,FALSE,669,52.3210251753549,0.439461883408072,670,0.412671986829145,0.255825746708693,0.364725465878927,0.25937431317928,0,149,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/149/stats.csv"
"281",1,"rotated",662,243.127863194739,2.86958438266134,1.18511324515252,0.0694689760032686,0.488789662750058,0.511210337249942,7.33039328289771e-76,TRUE,659,34.234092217386,12.6706476049867,0.250082161883134,0.0557360849651218,0.875926186022051,0.124073813977949,3.92777971557124e-05,TRUE,656,65.2607576206383,0.535060975609756,659,0.353325959143009,0.360382302100219,0.22042196737509,0.229676571264314,0,151,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/151/stats.csv"
"301",1,"rotated",423,240.186038110212,4.80253324688236,0.856044610915217,0.0782259259375848,0.606401732793379,0.393598267206621,3.46938939217001e-29,TRUE,396,319.281417522472,18.6299759536999,0.219217725200326,0.0717073638888702,0.891044261343919,0.108955738656081,0.00908567953472997,TRUE,372,64.532678202159,0.543010752688172,396,0.455993659158956,0.325320659130029,0.412700830661515,0.315644299641021,0,153,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/153/stats.csv"
"321",1,"rotated",272,173.685179421221,2.54847821258394,2.44773409474747,0.180000319010217,0.240037561305888,0.759962438694112,5.96972211335025e-69,TRUE,220,277.77664692907,20.8853759060725,0.262690099473407,0.0965801966792822,0.869774774644052,0.130225225355948,0.0239713946236592,TRUE,182,70.6252915184621,0.615384615384615,220,0.513603243910719,0.366371985698971,0.439188430420439,0.216822038326714,0,155,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/155/stats.csv"
"341",1,"rotated",883,142.789499835607,16.9716818819423,0.160928686467747,0.0478231977197299,0.919795012607247,0.0802049873927532,0.00341288357328767,TRUE,878,352.69298625586,23.7905985645729,0.115038635498547,0.0478458299626361,0.942575622568379,0.0574243774316212,0.0552848200274066,FALSE,873,64.3771449271671,0.533791523482245,878,0.977354849624192,0.768050833173516,0.810362601584675,0.711630623658902,0,157,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/157/stats.csv"
"361",1,"rotated",257,53.7446808013709,4.74111127743327,1.14617793006759,0.109990741370549,0.501617841209469,0.498382158790531,1.891736367452e-28,TRUE,246,269.753549550231,57.597305787064,0.0897400522028052,0.0903031184224247,0.955175082055888,0.0448249179441124,0.610009209675954,FALSE,235,44.3105513494641,0.365957446808511,246,1.10168471547317,0.858106565550764,0.951182711166867,0.519840377289071,0,159,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/159/stats.csv"
"381",1,"rotated",628,150.829353857189,2.0263582716527,1.88021532627789,0.0936818298283578,0.321568519944548,0.678431480055452,2.93473802826471e-126,TRUE,610,27.3384816132347,12.1287091615394,0.271735973679765,0.0580527972509606,0.865370527615727,0.134629472384273,1.57872508951441e-05,TRUE,597,57.5964316358359,0.438860971524288,610,0.628689327600972,0.459130427702102,0.569589574865486,0.466580917701376,0,161,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/161/stats.csv"
"401",1,"rotated",794,229.870086823828,1.83610240184257,1.8342890479619,0.0817437189354839,0.330007727861838,0.669992272138162,1.61981428298541e-155,TRUE,794,177.610121740664,58.3858503383307,0.0492590026922005,0.050211395265363,0.975377965911626,0.0246220340883744,0.617943541345814,FALSE,794,82.5911839827244,0.668765743073048,794,0.5553704760492,0.437580386897476,0.466222183283313,0.316353784130027,0,163,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/163/stats.csv"
"421",1,"rotated",508,131.869244190851,12.7765944340062,0.282776438207085,0.0636865752890377,0.860006008770902,0.139993991229098,4.74447192104134e-05,TRUE,493,227.922664405457,85.2169137803242,0.04282902119098,0.0637148819731834,0.978590398049702,0.0214096019502982,0.797736504879241,FALSE,479,49.267709264265,0.438413361169102,493,0.964327750024266,0.457180132454468,0.93199421231142,0.44397655229672,0,167,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/167/stats.csv"
"441",1,"rotated",741,206.388223486192,2.28161691078675,1.45512986148383,0.0726001743605541,0.413502152013611,0.586497847986389,2.00966609036422e-111,TRUE,739,24.4007381213588,126.306682981334,0.023599575841493,0.0520281193826792,0.988201033474702,0.0117989665252976,0.902234931542237,FALSE,737,49.769730936652,0.466757123473541,739,0.784531481443684,0.340101692169603,0.747681259254991,0.324675716594882,0,171,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/171/stats.csv"
"461",1,"rotated",364,81.4411306179343,4.72925621779009,0.945173048730603,0.0865650542442392,0.572445654241549,0.427554345758451,1.26462816065375e-29,TRUE,325,9.21330549834589,59.388391942357,0.0757094122311459,0.0785307648067587,0.962172390450649,0.0378276095493506,0.628102685228027,FALSE,291,53.8177398559858,0.487972508591065,325,1.04203111907234,0.513230303760968,1.00688634070374,0.467581532605424,0,173,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/173/stats.csv"
"481",1,"rotated",735,329.625416152827,4.34627262467959,0.708485855011844,0.0570802376668281,0.666099579377315,0.333900420622685,2.58128552968966e-36,TRUE,732,36.5680657137454,36.6174790008586,0.0818229714231025,0.052336455092117,0.959122713845983,0.0408772861540166,0.29430540830497,FALSE,729,47.1132573987648,0.42798353909465,732,1.09869875451445,0.515812631897957,1.05237777096034,0.491951547596325,0,175,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/175/stats.csv"
"501",1,"rotated",714,332.896631630046,8.27858633699621,0.369389253681538,0.0542802688516163,0.818382999932038,0.181617000067962,5.91407697672513e-11,TRUE,708,7.13688842364344,79.0233434466747,0.0385394853159676,0.053164202116935,0.980733834105364,0.0192661658946358,0.768896364620195,FALSE,704,43.4185724261044,0.383522727272727,708,0.715221973102022,0.375486647801797,0.669917708245442,0.320586051585194,0,177,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/177/stats.csv"
"521",1,"rotated",672,342.833048535441,12.1597694738412,0.258121200304896,0.0552361462347011,0.872002236198814,0.127997763801186,1.65410844436442e-05,TRUE,670,359.419456851467,124.122774276019,0.0252212159083138,0.054642352932821,0.987390394655834,0.012609605344166,0.898946786226204,FALSE,668,55.1611061355591,0.495508982035928,670,0.575840972542228,0.279288383566114,0.550330484029809,0.305696591958404,0,179,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/179/stats.csv"
"541",1,"rotated",674,233.106618418308,0.878509200215639,6.8328387645235,0.35519649983263,0.076309804089009,0.923690195910991,1.79869546705581e-250,TRUE,674,70.7296573037911,19.4866318129466,0.160423352904091,0.0547363524768887,0.920045250861645,0.0799547491383546,0.0134507350053451,TRUE,674,76.4580527947072,0.605341246290801,674,0.195538357269007,0.183082713512334,0.134371313724209,0.111855654201374,0,182,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/182/stats.csv"
"561",1,"rotated",631,249.112636865071,2.96797339169956,1.1718716578206,0.0708250343605904,0.493120982517873,0.506879017482127,3.90798577856402e-71,TRUE,610,67.4743676822569,38.272112225252,0.0857609862524899,0.0573387997589684,0.957158881472396,0.0428411185276037,0.326419969602111,FALSE,590,51.0198539189407,0.43728813559322,610,0.709866919276335,0.363413120681555,0.677176674329787,0.302538693006919,0,184,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/184/stats.csv"
"581",1,"rotated",651,301.300921551634,9.12730572505301,0.350589369121188,0.0567053047841694,0.827342748430514,0.172657251569486,3.7307641280182e-09,TRUE,639,337.384783698249,99.2251077349396,0.0323068004616034,0.0559563724038397,0.983848706874798,0.0161512931252019,0.846460053866188,FALSE,628,58.472728590373,0.501592356687898,639,0.559297377127216,0.266917285293233,0.542063669870542,0.254503077693819,0,186,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/186/stats.csv"
"601",1,"rotated",579,149.744264024277,15.1993370226153,0.222232405522748,0.0593170428886073,0.889564084970949,0.110435915029051,0.000857459269576951,TRUE,536,132.294808198792,22.8640779944932,0.153298486494323,0.0613539033513819,0.923575033626039,0.0764249663739609,0.0436891426323078,TRUE,495,44.0175126905351,0.395959595959596,536,1.02945512373026,0.425260818937483,0.994905398651959,0.40400222630009,0,192,"E:/Belize_DISC_2016/DATA/DISC_B/deployments/192/stats.csv"
