FID,lon,lat
98127,-86.47841,15.94516
98127,-86.47841,15.94516
98127,-86.47841,15.94438
98127,-86.47841,15.94438
98127,-86.47948,15.94413
98128,-86.47641,16.33385
98128,-86.47819,16.33447
98128,-86.47819,16.33447
98128,-86.47862,16.33513
98128,-86.47862,16.33513
98128,-86.47658,16.3357
98128,-86.47658,16.3357
98128,-86.47609,16.33511
98128,-86.47609,16.33511
98128,-86.47549,16.335
98128,-86.47549,16.335
98128,-86.47525,16.33449
98128,-86.47525,16.33449
98128,-86.47641,16.33385
98129,-86.35844,16.38795
98129,-86.35825,16.38774
98129,-86.35825,16.38774
98129,-86.35765,16.38786
98129,-86.35765,16.38786
98129,-86.35711,16.38826
98129,-86.35711,16.38826
98129,-86.3561,16.38856
98129,-86.3561,16.38856
98129,-86.35551,16.38881
98129,-86.35551,16.38881
98129,-86.35516,16.38865
98129,-86.35516,16.38865
98129,-86.35485,16.38879
98129,-86.35485,16.38879
98129,-86.35484,16.38915
98129,-86.35484,16.38915
98129,-86.35449,16.38953
98129,-86.35449,16.38953
98129,-86.35433,16.38985
98129,-86.35433,16.38985
98129,-86.35387,16.39017
98129,-86.35387,16.39017
98129,-86.35367,16.38995
98129,-86.35367,16.38995
98129,-86.35359,16.38959
98129,-86.35359,16.38959
98129,-86.35388,16.38915
98129,-86.35388,16.38915
98129,-86.35486,16.38851
98129,-86.35486,16.38851
98129,-86.35582,16.38793
98129,-86.35582,16.38793
98129,-86.3562,16.38767
98129,-86.3562,16.38767
98129,-86.35732,16.38735
98129,-86.35732,16.38735
98129,-86.35811,16.38709
98129,-86.35811,16.38709
98129,-86.35871,16.38733
98129,-86.35871,16.38733
98129,-86.35907,16.38795
98129,-86.35907,16.38795
98129,-86.35935,16.38841
98129,-86.35935,16.38841
98129,-86.35982,16.38848
98129,-86.35982,16.38848
98129,-86.36025,16.38833
98129,-86.36025,16.38833
98129,-86.36042,16.38803
98129,-86.36042,16.38803
98129,-86.36055,16.38712
98129,-86.36055,16.38712
98129,-86.36128,16.387
98129,-86.36128,16.387
98129,-86.36216,16.38696
98129,-86.36216,16.38696
98129,-86.36285,16.38708
98129,-86.36285,16.38708
98129,-86.36287,16.38745
98129,-86.36287,16.38745
98129,-86.36296,16.38754
98129,-86.36296,16.38754
98129,-86.36326,16.38798
98129,-86.36326,16.38798
98129,-86.36367,16.38831
98129,-86.36367,16.38831
98129,-86.36405,16.38837
98129,-86.36405,16.38837
98129,-86.36393,16.38879
98129,-86.36393,16.38879
98129,-86.3635,16.38921
98129,-86.3635,16.38921
98129,-86.36334,16.38945
98129,-86.36334,16.38945
98129,-86.36351,16.38968
98129,-86.36351,16.38968
98129,-86.36348,16.38996
98129,-86.36348,16.38996
98129,-86.36365,16.39019
98129,-86.36365,16.39019
98129,-86.3641,16.39027
98129,-86.3641,16.39027
98129,-86.36443,16.39103
98129,-86.36443,16.39103
98129,-86.36426,16.39159
98129,-86.36426,16.39159
98129,-86.36411,16.39294
98129,-86.36411,16.39294
98129,-86.3644,16.39353
98129,-86.3644,16.39353
98129,-86.36423,16.39378
98129,-86.36423,16.39378
98129,-86.36442,16.39413
98129,-86.36442,16.39413
98129,-86.36492,16.39413
98129,-86.36492,16.39413
98129,-86.36502,16.39436
98129,-86.36502,16.39436
98129,-86.36493,16.39471
98129,-86.36493,16.39471
98129,-86.36458,16.39477
98129,-86.36458,16.39477
98129,-86.36449,16.39496
98129,-86.36449,16.39496
98129,-86.36458,16.39516
98129,-86.36458,16.39516
98129,-86.36502,16.39539
98129,-86.36502,16.39539
98129,-86.3653,16.39496
98129,-86.3653,16.39496
98129,-86.36546,16.39528
98129,-86.36546,16.39528
98129,-86.36529,16.39558
98129,-86.36529,16.39558
98129,-86.36541,16.39567
98129,-86.36541,16.39567
98129,-86.36562,16.39589
98129,-86.36562,16.39589
98129,-86.36582,16.39593
98129,-86.36582,16.39593
98129,-86.3661,16.39565
98129,-86.3661,16.39565
98129,-86.36619,16.39516
98129,-86.36619,16.39516
98129,-86.36652,16.39384
98129,-86.36652,16.39384
98129,-86.3669,16.39338
98129,-86.3669,16.39338
98129,-86.36688,16.39305
98129,-86.36688,16.39305
98129,-86.36668,16.39278
98129,-86.36668,16.39278
98129,-86.36622,16.39287
98129,-86.36622,16.39287
98129,-86.36583,16.39227
98129,-86.36583,16.39227
98129,-86.36625,16.39204
98129,-86.36625,16.39204
98129,-86.36616,16.39173
98129,-86.36616,16.39173
98129,-86.36649,16.39136
98129,-86.36649,16.39136
98129,-86.36689,16.39124
98129,-86.36689,16.39124
98129,-86.367,16.39098
98129,-86.367,16.39098
98129,-86.36686,16.39045
98129,-86.36686,16.39045
98129,-86.36664,16.39001
98129,-86.36664,16.39001
98129,-86.36651,16.38958
98129,-86.36651,16.38958
98129,-86.36669,16.3893
98129,-86.36669,16.3893
98129,-86.36672,16.38907
98129,-86.36672,16.38907
98129,-86.36673,16.38825
98129,-86.36673,16.38825
98129,-86.36727,16.38814
98129,-86.36727,16.38814
98129,-86.3681,16.3878
98129,-86.3681,16.3878
98129,-86.36919,16.38723
98129,-86.36919,16.38723
98129,-86.37028,16.38677
98129,-86.37028,16.38677
98129,-86.37083,16.38667
98129,-86.37083,16.38667
98129,-86.37147,16.38643
98129,-86.37147,16.38643
98129,-86.37285,16.38595
98129,-86.37285,16.38595
98129,-86.37344,16.38574
98129,-86.37344,16.38574
98129,-86.37359,16.38624
98129,-86.37359,16.38624
98129,-86.37355,16.38668
98129,-86.37355,16.38668
98129,-86.37337,16.38684
98129,-86.37337,16.38684
98129,-86.37292,16.38684
98129,-86.37292,16.38684
98129,-86.37283,16.38774
98129,-86.37283,16.38774
98129,-86.37325,16.38868
98129,-86.37325,16.38868
98129,-86.37396,16.38838
98129,-86.37396,16.38838
98129,-86.37422,16.38907
98129,-86.37422,16.38907
98129,-86.37402,16.38933
98129,-86.37402,16.38933
98129,-86.3735,16.38956
98129,-86.3735,16.38956
98129,-86.37332,16.38984
98129,-86.37332,16.38984
98129,-86.3734,16.39024
98129,-86.3734,16.39024
98129,-86.37356,16.39066
98129,-86.37356,16.39066
98129,-86.37379,16.39071
98129,-86.37379,16.39071
98129,-86.37396,16.39053
98129,-86.37396,16.39053
98129,-86.37426,16.39019
98129,-86.37426,16.39019
98129,-86.37455,16.39033
98129,-86.37455,16.39033
98129,-86.37544,16.39259
98129,-86.37544,16.39259
98129,-86.37575,16.39273
98129,-86.37575,16.39273
98129,-86.37623,16.39366
98129,-86.37623,16.39366
98129,-86.37606,16.39257
98129,-86.37606,16.39257
98129,-86.37571,16.39178
98129,-86.37571,16.39178
98129,-86.37561,16.39116
98129,-86.37561,16.39116
98129,-86.37555,16.39082
98129,-86.37555,16.39082
98129,-86.3755,16.39057
98129,-86.3755,16.39057
98129,-86.37556,16.39026
98129,-86.37556,16.39026
98129,-86.37577,16.38994
98129,-86.37577,16.38994
98129,-86.37647,16.38972
98129,-86.37647,16.38972
98129,-86.37729,16.39001
98129,-86.37729,16.39001
98129,-86.37819,16.39044
98129,-86.37819,16.39044
98129,-86.37864,16.39081
98129,-86.37864,16.39081
98129,-86.37875,16.39111
98129,-86.37875,16.39111
98129,-86.37871,16.39146
98129,-86.37871,16.39146
98129,-86.37843,16.39211
98129,-86.37843,16.39211
98129,-86.37852,16.39221
98129,-86.37852,16.39221
98129,-86.3785,16.39253
98129,-86.3785,16.39253
98129,-86.37858,16.39267
98129,-86.37858,16.39267
98129,-86.37947,16.39249
98129,-86.37947,16.39249
98129,-86.37987,16.39263
98129,-86.37987,16.39263
98129,-86.38019,16.39243
98129,-86.38019,16.39243
98129,-86.37995,16.39144
98129,-86.37995,16.39144
98129,-86.37971,16.39062
98129,-86.37971,16.39062
98129,-86.37923,16.38991
98129,-86.37923,16.38991
98129,-86.37817,16.38887
98129,-86.37817,16.38887
98129,-86.37797,16.38843
98129,-86.37797,16.38843
98129,-86.3781,16.38815
98129,-86.3781,16.38815
98129,-86.37857,16.38802
98129,-86.37857,16.38802
98129,-86.37897,16.38799
98129,-86.37897,16.38799
98129,-86.37957,16.38794
98129,-86.37957,16.38794
98129,-86.38041,16.38849
98129,-86.38041,16.38849
98129,-86.38074,16.38845
98129,-86.38074,16.38845
98129,-86.38087,16.38809
98129,-86.38087,16.38809
98129,-86.38066,16.38793
98129,-86.38066,16.38793
98129,-86.37941,16.38725
98129,-86.37941,16.38725
98129,-86.37906,16.38726
98129,-86.37906,16.38726
98129,-86.37822,16.3873
98129,-86.37822,16.3873
98129,-86.37755,16.38714
98129,-86.37755,16.38714
98129,-86.37699,16.3869
98129,-86.37699,16.3869
98129,-86.37673,16.38664
98129,-86.37673,16.38664
98129,-86.37666,16.38639
98129,-86.37666,16.38639
98129,-86.37723,16.38576
98129,-86.37723,16.38576
98129,-86.37728,16.38535
98129,-86.37728,16.38535
98129,-86.37709,16.38501
98129,-86.37709,16.38501
98129,-86.37689,16.3847
98129,-86.37689,16.3847
98129,-86.37653,16.38446
98129,-86.37653,16.38446
98129,-86.3764,16.38416
98129,-86.3764,16.38416
98129,-86.3759,16.38399
98129,-86.3759,16.38399
98129,-86.37565,16.38376
98129,-86.37565,16.38376
98129,-86.37541,16.3834
98129,-86.37541,16.3834
98129,-86.37513,16.38327
98129,-86.37513,16.38327
98129,-86.37475,16.38254
98129,-86.37475,16.38254
98129,-86.37515,16.38242
98129,-86.37515,16.38242
98129,-86.37584,16.38207
98129,-86.37584,16.38207
98129,-86.3765,16.3815
98129,-86.3765,16.3815
98129,-86.37683,16.38133
98129,-86.37683,16.38133
98129,-86.37765,16.38131
98129,-86.37765,16.38131
98129,-86.37863,16.38142
98129,-86.37863,16.38142
98129,-86.37896,16.38134
98129,-86.37896,16.38134
98129,-86.37966,16.38121
98129,-86.37966,16.38121
98129,-86.3798,16.3809
98129,-86.3798,16.3809
98129,-86.38023,16.38071
98129,-86.38023,16.38071
98129,-86.38046,16.38055
98129,-86.38046,16.38055
98129,-86.3809,16.38035
98129,-86.3809,16.38035
98129,-86.38089,16.37978
98129,-86.38089,16.37978
98129,-86.38056,16.37951
98129,-86.38056,16.37951
98129,-86.38067,16.37911
98129,-86.38067,16.37911
98129,-86.38093,16.37876
98129,-86.38093,16.37876
98129,-86.38104,16.37816
98129,-86.38104,16.37816
98129,-86.38172,16.37812
98129,-86.38172,16.37812
98129,-86.38193,16.3783
98129,-86.38193,16.3783
98129,-86.38263,16.37962
98129,-86.38263,16.37962
98129,-86.38277,16.38023
98129,-86.38277,16.38023
98129,-86.38292,16.38052
98129,-86.38292,16.38052
98129,-86.38353,16.38093
98129,-86.38353,16.38093
98129,-86.38352,16.38169
98129,-86.38352,16.38169
98129,-86.38386,16.38168
98129,-86.38386,16.38168
98129,-86.38416,16.38204
98129,-86.38416,16.38204
98129,-86.38431,16.38249
98129,-86.38431,16.38249
98129,-86.38468,16.38282
98129,-86.38468,16.38282
98129,-86.38502,16.38339
98129,-86.38502,16.38339
98129,-86.3852,16.38407
98129,-86.3852,16.38407
98129,-86.38527,16.38448
98129,-86.38527,16.38448
98129,-86.38549,16.38479
98129,-86.38549,16.38479
98129,-86.38596,16.38502
98129,-86.38596,16.38502
98129,-86.38641,16.38501
98129,-86.38641,16.38501
98129,-86.38693,16.3847
98129,-86.38693,16.3847
98129,-86.38737,16.3846
98129,-86.38737,16.3846
98129,-86.38746,16.38458
98129,-86.38746,16.38458
98129,-86.3875,16.38454
98129,-86.3875,16.38454
98129,-86.38835,16.38364
98129,-86.38835,16.38364
98129,-86.38859,16.38332
98129,-86.38859,16.38332
98129,-86.38858,16.38292
98129,-86.38858,16.38292
98129,-86.38842,16.38222
98129,-86.38842,16.38222
98129,-86.38852,16.38211
98129,-86.38852,16.38211
98129,-86.38872,16.38191
98129,-86.38872,16.38191
98129,-86.38859,16.38166
98129,-86.38859,16.38166
98129,-86.38844,16.38132
98129,-86.38844,16.38132
98129,-86.38868,16.381
98129,-86.38868,16.381
98129,-86.38872,16.38074
98129,-86.38872,16.38074
98129,-86.38836,16.38036
98129,-86.38836,16.38036
98129,-86.38801,16.3798
98129,-86.38801,16.3798
98129,-86.38731,16.37899
98129,-86.38731,16.37899
98129,-86.38746,16.37879
98129,-86.38746,16.37879
98129,-86.38719,16.37816
98129,-86.38719,16.37816
98129,-86.38693,16.37839
98129,-86.38693,16.37839
98129,-86.38671,16.3783
98129,-86.38671,16.3783
98129,-86.38659,16.37771
98129,-86.38659,16.37771
98129,-86.38617,16.3773
98129,-86.38617,16.3773
98129,-86.38607,16.37697
98129,-86.38607,16.37697
98129,-86.3856,16.37679
98129,-86.3856,16.37679
98129,-86.38559,16.37649
98129,-86.38559,16.37649
98129,-86.38605,16.37583
98129,-86.38605,16.37583
98129,-86.38601,16.37571
98129,-86.38601,16.37571
98129,-86.3861,16.37548
98129,-86.3861,16.37548
98129,-86.38645,16.37538
98129,-86.38645,16.37538
98129,-86.38671,16.37477
98129,-86.38671,16.37477
98129,-86.38697,16.3741
98129,-86.38697,16.3741
98129,-86.3873,16.37352
98129,-86.3873,16.37352
98129,-86.38761,16.37287
98129,-86.38761,16.37287
98129,-86.38886,16.37102
98129,-86.38886,16.37102
98129,-86.38888,16.37074
98129,-86.38888,16.37074
98129,-86.38904,16.37058
98129,-86.38904,16.37058
98129,-86.3894,16.371
98129,-86.3894,16.371
98129,-86.38956,16.37099
98129,-86.38956,16.37099
98129,-86.38957,16.37066
98129,-86.38957,16.37066
98129,-86.38916,16.37009
98129,-86.38916,16.37009
98129,-86.38986,16.36878
98129,-86.38986,16.36878
98129,-86.39027,16.36827
98129,-86.39027,16.36827
98129,-86.39062,16.36817
98129,-86.39062,16.36817
98129,-86.39116,16.36788
98129,-86.39116,16.36788
98129,-86.39133,16.36761
98129,-86.39133,16.36761
98129,-86.39149,16.36734
98129,-86.39149,16.36734
98129,-86.39195,16.367
98129,-86.39195,16.367
98129,-86.39215,16.36682
98129,-86.39215,16.36682
98129,-86.39245,16.36669
98129,-86.39245,16.36669
98129,-86.39323,16.36666
98129,-86.39323,16.36666
98129,-86.39359,16.36648
98129,-86.39359,16.36648
98129,-86.39426,16.36652
98129,-86.39426,16.36652
98129,-86.39451,16.36673
98129,-86.39451,16.36673
98129,-86.39409,16.36707
98129,-86.39409,16.36707
98129,-86.39392,16.36725
98129,-86.39392,16.36725
98129,-86.39418,16.36765
98129,-86.39418,16.36765
98129,-86.39473,16.3677
98129,-86.39473,16.3677
98129,-86.39528,16.36756
98129,-86.39528,16.36756
98129,-86.39585,16.36759
98129,-86.39585,16.36759
98129,-86.39599,16.36782
98129,-86.39599,16.36782
98129,-86.39578,16.36815
98129,-86.39578,16.36815
