ROT,St,Net,MinZ,MaxZ,Family,Genus,Species,Pre,Post,Total\,
2,M,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
2,O,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,0,2,2\,
2,Q,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
2,S,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,4,4\,
2,X,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
3,A,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
3,C,2,60,80,Gobiidae,Gobiidae C,Gobiidae C,0,11,11\,
3,C,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,4,2,6\,
3,C,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
3,D,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,0,5,5\,
3,D,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,2,0,2\,
3,E,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
3,E,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,6,6\,
3,F,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
3,F,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,3,2,5\,
3,G,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,3,1,4\,
3,G,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,5,0,5\,
3,H,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,5,0,5\,
3,H,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,2,2\,
3,I,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,2,0,2\,
3,K,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,0,2,2\,
3,L,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
3,M,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,0,2,2\,
3,M,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
3,O,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
3,O,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
3,P,2,60,80,Gobiidae,Gobiidae C,Gobiidae C,0,3,3\,
3,P,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,0,2,2\,
3,Q,2,60,80,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
3,Q,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
3,Q,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
3,R,1,80,100,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
3,R,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,4,0,4\,
3,R,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
4,A,1,60,80,Gobiidae,Gobiidae C,Gobiidae C,2,0,2\,
4,C,1,80,100,Gobiidae,Gobiidae C,Gobiidae C,7,1,8\,
4,C,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
4,D,1,80,100,Gobiidae,Gobiidae C,Gobiidae C,0,2,2\,
4,D,2,60,80,Gobiidae,Gobiidae C,Gobiidae C,3,2,5\,
4,D,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,4,0,4\,
4,E,2,60,80,Gobiidae,Gobiidae C,Gobiidae C,3,0,3\,
4,E,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
4,G,2,60,80,Gobiidae,Gobiidae C,Gobiidae C,1,1,2\,
4,H,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
4,I,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,2,0,2\,
4,I,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
4,M,2,60,80,Gobiidae,Gobiidae C,Gobiidae C,3,0,3\,
4,M,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,7,0,7\,
4,M,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
4,M,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
4,O,1,80,100,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
4,P,2,60,80,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
4,P,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,3,0,3\,
4,P,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,3,1,4\,
4,P,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,5,0,5\,
4,Q,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
4,Q,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,17,1,18\,
4,Q,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,6,0,6\,
4,R,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
4,R,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,4,0,4\,
4,R,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,5,0,5\,
4,S,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
4,S,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
4,S,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,2,1,3\,
4,T,2,60,80,Gobiidae,Gobiidae C,Gobiidae C,3,0,3\,
4,U,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
4,V,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
4,W,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
4,X,2,60,80,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
4,X,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,8,0,8\,
4,X,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,2,0,2\,
4,X,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
5,A,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
5,A,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,5,0,5\,
5,C,1,80,100,Gobiidae,Gobiidae C,Gobiidae C,4,2,6\,
5,C,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,13,0,13\,
5,C,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,2,2\,
5,D,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,12,0,12\,
5,E,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
5,E,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
5,G,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,4,0,4\,
5,J,1,80,100,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
5,K,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
5,L,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
5,M,2,60,80,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
5,M,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,1,1,2\,
5,M,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
5,O,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
5,O,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,3,0,3\,
5,P,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
5,Q,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,0,0,0\,
5,R,1,80,100,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
5,R,4,20,20,Gobiidae,Gobiidae C,Gobiidae C,6,0,6\,
5,S,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,13,0,13\,
5,S,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
5,W,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,1,1,2\,
5,X,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
6,A,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,3,0,3\,
6,A,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,0,3,3\,
6,A,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
6,C,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
6,C,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
6,C,5,0,40,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
6,C,5,0,40,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
6,D,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
6,D,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,18,0,18\,
6,D,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
6,E,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,1,1,2\,
6,E,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,25,0,25\,
6,E,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
6,E,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
6,F,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,1,1,2\,
6,J,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
6,M,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,0,3,3\,
6,O,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,3,0,3\,
6,O,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,1,1,2\,
6,O,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,13,1,14\,
6,P,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,20,5,25\,
6,Q,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
6,Q,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
6,R,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,4,2,6\,
6,R,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,2,0,2\,
6,S,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
6,S,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,1,1,2\,
6,W,2,60,80,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
6,W,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
6,X,1,80,100,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
6,X,2,60,80,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
6,X,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
6,X,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
7,A,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,2,0,2\,
7,C,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,1,3,4\,
7,C,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,2,3,5\,
7,C,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,3,3\,
7,D,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,0,3,3\,
7,D,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
7,D,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,4,4\,
7,E,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,0,9,9\,
7,E,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,6,6\,
7,F,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,0,5,5\,
7,F,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,1,16,17\,
7,G,2,60,80,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
7,G,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,0,4,4\,
7,G,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,26,26\,
7,H,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,0,11,11\,
7,I,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,0,7,7\,
7,I,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,7,7\,
7,K,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,0,2,2\,
7,T,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,1,6,7\,
7,T,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
7,V,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
7,W,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
7,W,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,3,3\,
8,A,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
8,C,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,0,19,19\,
8,D,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,1,4,5\,
8,E,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,0,3,3\,
8,E,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,0,13,13\,
8,E,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,12,12\,
8,F,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
8,F,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,2,6,8\,
8,G,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,0,2,2\,
8,L,2,60,80,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
8,L,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,0,2,2\,
8,L,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,0,8,8\,
8,L,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,9,9\,
8,M,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,0,37,37\,
8,M,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
8,O,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
8,O,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,1,0,1\,
8,Q,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,2,0,2\,
8,R,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,1,3,4\,
8,S,3,40,60,Gobiidae,Gobiidae C,Gobiidae C,0,2,2\,
8,S,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,2,1,3\,
8,S,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,1,1,2\,
8,V,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,1,1\,
8,W,4,20,40,Gobiidae,Gobiidae C,Gobiidae C,0,7,7\,
8,W,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,0,0\,
8,X,5,0,20,Gobiidae,Gobiidae C,Gobiidae C,0,3,3\,
1,B,45,0,40,Gobiidae,Gobiidae C1,Gobiidae C1,3,5,8\,
1,G,2,60,80,Gobiidae,Gobiidae C1,Gobiidae C1,0,1,1\,
1,O,1,80,100,Gobiidae,Gobiidae C1,Gobiidae C1,0,2,2\,
1,P,1,80,100,Gobiidae,Gobiidae C1,Gobiidae C1,0,2,2\,
1,V,5,0,20,Gobiidae,Gobiidae C1,Gobiidae C1,0,1,1\,
2,Q,1,80,100,Gobiidae,Gobiidae C1,Gobiidae C1,0,1,1\,
2,R,2,60,80,Gobiidae,Gobiidae C1,Gobiidae C1,0,1,1\,
3,H,3,40,60,Gobiidae,Gobiidae C1,Gobiidae C1,0,8,8\,
4,F,1,80,100,Gobiidae,Gobiidae C1,Gobiidae C1,0,1,1\,
4,K,3,40,60,Gobiidae,Gobiidae C1,Gobiidae C1,0,1,1\,
5,G,2,60,80,Gobiidae,Gobiidae C1,Gobiidae C1,2,0,2\,
5,R,1,80,100,Gobiidae,Gobiidae C1,Gobiidae C1,6,2,8\,
5,S,5,0,20,Gobiidae,Gobiidae C1,Gobiidae C1,3,0,3\,
5,V,2,60,80,Gobiidae,Gobiidae C1,Gobiidae C1,0,1,1\,
6,E,1,80,100,Gobiidae,Gobiidae C1,Gobiidae C1,1,3,4\,
6,G,1,80,100,Gobiidae,Gobiidae C1,Gobiidae C1,0,3,3\,
6,Q,1,80,100,Gobiidae,Gobiidae C1,Gobiidae C1,1,0,1\,
6,S,1,80,100,Gobiidae,Gobiidae C1,Gobiidae C1,6,6,12\,
7,A,1,80,100,Gobiidae,Gobiidae C1,Gobiidae C1,0,1,1\,
7,L,3,40,60,Gobiidae,Gobiidae C1,Gobiidae C1,1,0,1\,
7,P,1,80,100,Gobiidae,Gobiidae C1,Gobiidae C1,0,2,2\,
7,R,1,80,100,Gobiidae,Gobiidae C1,Gobiidae C1,1,6,7\,
8,G,1,80,100,Gobiidae,Gobiidae C1,Gobiidae C1,0,1,1\,
8,P,1,80,100,Gobiidae,Gobiidae C1,Gobiidae C1,1,0,1\,
1,P,1,80,100,Gobiidae,Gobiidae C12,Gobiidae C12,0,6,6\,
2,P,1,80,100,Gobiidae,Gobiidae C12,Gobiidae C12,0,3,3\,
4,C,1,80,100,Gobiidae,Gobiidae C12,Gobiidae C12,0,0,0\,
1,A,1,80,100,Gobiidae,Gobiidae C2,Gobiidae C2,0,1,1\,
1,A,3,40,60,Gobiidae,Gobiidae C2,Gobiidae C2,0,1,1\,
1,D,4,20,40,Gobiidae,Gobiidae C2,Gobiidae C2,0,1,1\,
2,A,3,40,60,Gobiidae,Gobiidae C2,Gobiidae C2,0,1,1\,
2,O,2,60,80,Gobiidae,Gobiidae C2,Gobiidae C2,0,1,1\,
4,C,3,40,60,Gobiidae,Gobiidae C2,Gobiidae C2,0,1,1\,
4,O,3,40,60,Gobiidae,Gobiidae C2,Gobiidae C2,0,3,3\,
4,O,4,20,40,Gobiidae,Gobiidae C2,Gobiidae C2,0,1,1\,
5,J,3,40,60,Gobiidae,Gobiidae C2,Gobiidae C2,0,1,1\,
5,J,5,0,20,Gobiidae,Gobiidae C2,Gobiidae C2,0,1,1\,
1,D,4,20,40,Gobiidae,Gobiidae C21,Gobiidae C21,0,1,1\,
1,F,3,40,60,Gobiidae,Gobiidae C21,Gobiidae C21,0,1,1\,
1,J,4,20,40,Gobiidae,Gobiidae C21,Gobiidae C21,1,0,1\,
1,M,5,0,20,Gobiidae,Gobiidae C21,Gobiidae C21,0,2,2\,
2,F,4,20,40,Gobiidae,Gobiidae C22,Gobiidae C22,0,1,1\,
4,O,4,20,40,Gobiidae,Gobiidae C22,Gobiidae C22,0,1,1\,
1,C,2345,0,80,Gobiidae,Gobiidae C23,Gobiidae C23,0,1,1\,
1,K,4,20,40,Gobiidae,Gobiidae C23,Gobiidae C23,0,1,1\,
1,B,3,40,60,Gobiidae,Gobiidae C3,Gobiidae C3,4,5,9\,
1,C,2345,0,80,Gobiidae,Gobiidae C3,Gobiidae C3,12,13,25\,
1,G,3,40,60,Gobiidae,Gobiidae C3,Gobiidae C3,1,0,1\,
1,J,4,20,40,Gobiidae,Gobiidae C3,Gobiidae C3,0,2,2\,
1,L,3,40,60,Gobiidae,Gobiidae C3,Gobiidae C3,0,1,1\,
1,M,3,40,60,Gobiidae,Gobiidae C3,Gobiidae C3,8,1,9\,
1,R,1,80,100,Gobiidae,Gobiidae C3,Gobiidae C3,0,1,1\,
1,R,3,40,60,Gobiidae,Gobiidae C3,Gobiidae C3,2,1,3\,
2,M,2,60,80,Gobiidae,Gobiidae C3,Gobiidae C3,0,2,2\,
2,M,3,40,60,Gobiidae,Gobiidae C3,Gobiidae C3,0,1,1\,
2,M,4,20,40,Gobiidae,Gobiidae C3,Gobiidae C3,2,7,9\,
2,O,5,0,20,Gobiidae,Gobiidae C3,Gobiidae C3,0,7,7\,
2,P,2,60,80,Gobiidae,Gobiidae C3,Gobiidae C3,1,2,3\,
2,P,4,20,40,Gobiidae,Gobiidae C3,Gobiidae C3,0,5,5\,
2,P,5,0,20,Gobiidae,Gobiidae C3,Gobiidae C3,2,2,4\,
2,Q,3,40,60,Gobiidae,Gobiidae C3,Gobiidae C3,0,1,1\,
2,Q,4,20,40,Gobiidae,Gobiidae C3,Gobiidae C3,0,10,10\,
2,R,3,40,60,Gobiidae,Gobiidae C3,Gobiidae C3,0,1,1\,
2,R,5,0,20,Gobiidae,Gobiidae C3,Gobiidae C3,5,2,7\,
2,S,3,40,60,Gobiidae,Gobiidae C3,Gobiidae C3,0,1,1\,
2,W,5,0,20,Gobiidae,Gobiidae C3,Gobiidae C3,1,1,2\,
3,D,4,20,40,Gobiidae,Gobiidae C3,Gobiidae C3,0,2,2\,
3,E,2,60,80,Gobiidae,Gobiidae C3,Gobiidae C3,1,1,2\,
3,F,5,0,20,Gobiidae,Gobiidae C3,Gobiidae C3,0,1,1\,
3,G,2,60,80,Gobiidae,Gobiidae C3,Gobiidae C3,0,1,1\,
3,O,2,60,80,Gobiidae,Gobiidae C3,Gobiidae C3,0,1,1\,
3,P,4,20,40,Gobiidae,Gobiidae C3,Gobiidae C3,0,2,2\,
1,B,3,40,60,Gobiidae,Gobiidae C31,Gobiidae C31,0,2,2\,
1,F,3,40,60,Gobiidae,Gobiidae C31,Gobiidae C31,0,3,3\,
1,V,4,20,40,Gobiidae,Gobiidae C31,Gobiidae C31,0,1,1\,
2,W,4,20,40,Gobiidae,Gobiidae C31,Gobiidae C31,0,1,1\,
3,F,3,40,60,Gobiidae,Gobiidae C31,Gobiidae C31,0,1,1\,
3,G,34,20,60,Gobiidae,Gobiidae C31,Gobiidae C31,0,1,1\,
3,K,1,80,100,Gobiidae,Gobiidae C31,Gobiidae C31,0,1,1\,
3,L,2,60,80,Gobiidae,Gobiidae C31,Gobiidae C31,0,1,1\,
3,M,3,40,60,Gobiidae,Gobiidae C31,Gobiidae C31,1,0,1\,
3,O,2,60,80,Gobiidae,Gobiidae C31,Gobiidae C31,1,0,1\,
4,S,3,40,60,Gobiidae,Gobiidae C31,Gobiidae C31,0,1,1\,
5,S,3,40,60,Gobiidae,Gobiidae C31,Gobiidae C31,0,1,1\,
7,X,5,0,20,Gobiidae,Gobiidae C31,Gobiidae C31,0,1,1\,
8,F,1,80,100,Gobiidae,Gobiidae C31,Gobiidae C31,0,1,1\,
8,J,1,80,100,Gobiidae,Gobiidae C31,Gobiidae C31,0,2,2\,
1,C,2345,0,80,Gobiidae,Gobiidae C4,Gobiidae C4,0,2,2\,
1,D,3,40,60,Gobiidae,Gobiidae C4,Gobiidae C4,0,1,1\,
3,F,5,0,20,Gobiidae,Gobiidae C4,Gobiidae C4,0,1,1\,
1,O,5,0,20,Gobiidae,Gobiidae C5,Gobiidae C5,0,1,1\,
1,G,2,60,80,Gobiidae,Gobiidae C5,Gobiidae C5,0,2,2\,
1,G,3,40,60,Gobiidae,Gobiidae C51,Gobiidae C51,1,3,4\,
1,J,4,20,40,Gobiidae,Gobiidae C51,Gobiidae C51,0,1,1\,
1,J,5,0,20,Gobiidae,Gobiidae C51,Gobiidae C51,0,2,2\,
1,K,5,0,20,Gobiidae,Gobiidae C51,Gobiidae C51,0,1,1\,
1,M,3,40,60,Gobiidae,Gobiidae C51,Gobiidae C51,0,2,2\,
1,P,4,20,40,Gobiidae,Gobiidae C51,Gobiidae C51,0,1,1\,
1,R,5,0,20,Gobiidae,Gobiidae C51,Gobiidae C51,1,0,1\,
1,S,3,40,60,Gobiidae,Gobiidae C51,Gobiidae C51,0,2,2\,
1,T,4,20,40,Gobiidae,Gobiidae C51,Gobiidae C51,0,1,1\,
1,V,5,0,20,Gobiidae,Gobiidae C51,Gobiidae C51,0,7,7\,
2,I,3,40,60,Gobiidae,Gobiidae C51,Gobiidae C51,1,0,1\,
2,L,3,40,60,Gobiidae,Gobiidae C51,Gobiidae C51,0,4,4\,
2,M,4,20,40,Gobiidae,Gobiidae C51,Gobiidae C51,3,0,3\,
2,P,4,20,40,Gobiidae,Gobiidae C51,Gobiidae C51,1,2,3\,
2,W,4,20,40,Gobiidae,Gobiidae C51,Gobiidae C51,2,0,2\,
2,W,5,0,20,Gobiidae,Gobiidae C51,Gobiidae C51,2,1,3\,
3,F,5,0,20,Gobiidae,Gobiidae C51,Gobiidae C51,0,2,2\,
3,G,5,0,20,Gobiidae,Gobiidae C51,Gobiidae C51,0,2,2\,
3,M,3,40,60,Gobiidae,Gobiidae C51,Gobiidae C51,1,2,3\,
3,P,4,20,40,Gobiidae,Gobiidae C51,Gobiidae C51,0,1,1\,
4,E,1,80,100,Gobiidae,Gobiidae C51,Gobiidae C51,0,1,1\,
4,H,4,20,40,Gobiidae,Gobiidae C51,Gobiidae C51,0,2,2\,
4,I,4,20,40,Gobiidae,Gobiidae C51,Gobiidae C51,0,1,1\,
4,O,4,20,40,Gobiidae,Gobiidae C51,Gobiidae C51,0,1,1\,
4,P,4,20,40,Gobiidae,Gobiidae C51,Gobiidae C51,0,5,5\,
4,S,3,40,60,Gobiidae,Gobiidae C51,Gobiidae C51,0,1,1\,
4,S,4,20,40,Gobiidae,Gobiidae C51,Gobiidae C51,0,4,4\,
8,T,3,40,60,Gobiidae,Gobiidae C51,Gobiidae C51,0,1,1\,
1,G,4,20,40,Gobiidae,Gobiidae C51,Gobiidae C51,0,1,1\,
1,G,5,0,20,Gobiidae,Gobiidae C51,Gobiidae C51,0,1,1\,
2,C,5,0,20,Gobiidae,Gobiidae C51,Gobiidae C51,0,1,1\,
2,Q,4,20,40,Gobiidae,Gobiidae C51,Gobiidae C51,0,1,1\,
2,R,4,20,40,Gobiidae,Gobiidae C51,Gobiidae C51,0,1,1\,
5,G,5,0,20,Gobiidae,Gobiidae C51,Gobiidae C51,0,1,1\,
5,H,5,0,20,Gobiidae,Gobiidae C51,Gobiidae C51,1,1,2\,
5,I,3,40,60,Gobiidae,Gobiidae C51,Gobiidae C51,0,1,1\,
5,P,2,60,80,Gobiidae,Gobiidae C51,Gobiidae C51,0,1,1\,
5,T,2,60,80,Gobiidae,Gobiidae C51,Gobiidae C51,0,1,1\,
7,X,5,0,20,Gobiidae,Gobiidae C51,Gobiidae C51,0,1,1\,
8,C,5,0,20,Gobiidae,Gobiidae C51,Gobiidae C51,0,2,2\,
8,D,5,0,20,Gobiidae,Gobiidae C51,Gobiidae C51,3,1,4\,
8,F,3,40,60,Gobiidae,Gobiidae C51,Gobiidae C51,0,3,3\,
8,I,4,20,40,Gobiidae,Gobiidae C51,Gobiidae C51,0,1,1\,
1,G,3,40,60,Gobiidae,Gobiidae C6,Gobiidae C6,1,0,1\,
1,M,3,40,60,Gobiidae,Gobiidae C6,Gobiidae C6,3,0,3\,
1,V,5,0,20,Gobiidae,Gobiidae C6,Gobiidae C6,1,0,1\,
2,A,2,60,80,Gobiidae,Gobiidae C6,Gobiidae C6,1,0,1\,
3,P,2,60,80,Gobiidae,Gobiidae C6,Gobiidae C6,1,0,1\,
4,O,4,20,40,Gobiidae,Gobiidae C6,Gobiidae C6,1,0,1\,
8,M,4,20,40,Gobiidae,Gobiidae C61,Gobiidae C61,0,2,2\,
1,K,5,0,20,Gobiidae,Gobiidae C7,Gobiidae C7,0,1,1\,
2,F,4,20,40,Gobiidae,Gobiidae C8,Gobiidae C8,0,1,1\,
3,F,3,40,60,Gobiidae,Gobiidae C8,Gobiidae C8,0,2,2\,
3,F,4,20,40,Gobiidae,Gobiidae C8,Gobiidae C8,0,1,1\,
3,G,1,80,100,Gobiidae,Gobiidae C8,Gobiidae C8,0,1,1\,
3,G,34,20,60,Gobiidae,Gobiidae C8,Gobiidae C8,0,2,2\,
3,G,5,0,20,Gobiidae,Gobiidae C8,Gobiidae C8,0,1,1\,
3,J,2,60,80,Gobiidae,Gobiidae C8,Gobiidae C8,0,1,1\,
3,J,5,0,20,Gobiidae,Gobiidae C8,Gobiidae C8,0,1,1\,
3,L,4,20,40,Gobiidae,Gobiidae C8,Gobiidae C8,0,1,1\,
3,S,2,60,80,Gobiidae,Gobiidae C8,Gobiidae C8,0,3,3\,
