"","deploy_id","leg","date_start","date_stop","time_start","time_stop","moonAlt","moonAz","moonHor","disc_id","depth..m.","fish_vial","fish_age..dph.","bin_id","batch_id","fish_id","lat_start","lon_start","lat_stop","lon_stop","sky","sea","wind_dir","wind_speed","tide","location","Location_Conservative","start_wp","end_wp","drift_direction","drift_distance","In_Behavior","Out_Behavior","cam_OK","comments","larvae_ok","Success","status","tracking_notes","trackNb","rotation","n","mean","se.mean","kappa","se.kappa","variance","r","p.value","signif","dir.n","dir.mean","dir.se.mean","dir.kappa","dir.se.kappa","dir.variance","dir.r","dir.p.value","dir.signif","turn.n","turn.abs.mean","turn.freq.gt45","speed.n","speed.mean","speed.sd","speed.median","speed.mad","bin.angle","fileName","X","meanTemp","maxTemp","minTemp","meanLight","maxLight","minLight","X","rw","rr","art","rotationRange","enoughRotation","dateTime","current_bearing","wind_bearing","roughlat","roughlon","dateTimeGMT","zenith","azimuth"
"11","132","6/29/2016","6/29/2016","6/29/2016","9:17:00","9:57:00",60,258,TRUE,"A","18",5,18,"13","36","132",16.8196833333333,-88.0719333333333,16.8167166666667,-88.0727,"mixed","2",80,2,"ebb","near","near","106","x",193,95,"4","4","","larva in 9:08"," drop 9:10","retrieved alive","","",1,"rotated",410,116.867600328564,5.77849243044413,0.713789915830829,0.0765243890132982,0.663879547037062,0.336120452962939,7.64256900511359e-21,TRUE,399,187.763043798713,138.979682629411,0.029189253701112,0.0708105429176805,0.985406927279321,0.0145930727206792,0.918539701666625,FALSE,388,51.7234929820801,0.451030927835052,399,0.414047707316511,0.263398166095609,0.374527786900543,0.233903907567012,0,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/132/stats.csv",19,85.6024333333333,85.735,85.374,748.444444444444,1088,288,33,0.342077497142778,0.336120452962939,FALSE,136.573357483987,TRUE,2016-06-29 09:27:00,-76.132399671436,36.867600328564,16.815663,-88.082242,2016-06-29 15:27:00,35.4531724970951,73.5327355433594
"12","134","6/29/2016","6/29/2016","6/29/2016","10:00:00","10:20:00",50,264,TRUE,"A","18",2,22,"8","30","134",16.8167166666667,-88.0727,16.8129666666667,-88.0735333333333,"mixed","2",80,2,"ebb","near","near","107","x",193,97,"4","4","","larva in 9:47"," drop 9:50"," fish around","retrieved alive","",1,"rotated",324,13.9720808198733,4.2593558874763,1.13483499307029,0.0975784799974011,0.505408063398069,0.494591936601931,3.79321793895787e-35,TRUE,317,109.817900028699,31.3564024776055,0.145329506138234,0.079744723225579,0.927526410917373,0.0724735890826265,0.189187348441611,FALSE,311,58.0563563338799,0.463022508038585,317,0.31696188318247,0.280983754593843,0.247291076997205,0.210607714988658,0,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/134/stats.csv",20,85.735,85.735,85.735,1016.17777777778,1472,512,34,0.484590881491471,0.494591936601931,FALSE,113.529661052445,TRUE,2016-06-29 10:10:00,-179.027919180127,-66.0279191801267,16.815663,-88.082242,2016-06-29 16:10:00,25.6310129980306,71.3832050750154
"13","137","6/30/2016","6/30/2016","6/30/2016","9:23:00","9:43:00",72,259,TRUE,"A","18",11,24,"1","29","137",16.82015,-88.0713666666667,16.8170833333333,-88.0726333333333,"light clouds","3",90,3,"ebb","near","near","110","x",195,104,"4","4","","larva in 9:15"," drop 9:17","retrieved alive","","",1,"rotated",415,42.7645073720128,1.56008925543718,3.79972538508975,0.236012808688279,0.143332967193011,0.856667032806989,5.38856573657551e-133,TRUE,393,133.476427762801,26.4137535579232,0.154974954330537,0.0716589139298765,0.922744218377352,0.0772557816226478,0.0957894115155329,FALSE,373,58.2897742059315,0.458445040214477,393,0.310847654123268,0.22143683340946,0.259031597434299,0.191977606714638,0,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/137/stats.csv",21,85.5424222222222,85.915,85.194,378.955555555556,960,123,35,0.847235303956355,0.856667032806989,FALSE,92.7570617127558,TRUE,2016-06-30 09:33:00,-152.235492627987,-47.2354926279872,16.815663,-88.082242,2016-06-30 15:33:00,34.1174675146021,73.5058205335929
"14","141","6/30/2016","6/30/2016","6/30/2016","10:55:00","11:15:00",51,270,TRUE,"A","18",1,24,"1","29","141",16.8127,-88.0739166666667,NA,NA,"rain","4",90,4,"ebb","near","near","112","x",214,84,"5","5","","larva in 10:46"," drop 10:48"," boat left 10:55","retrieved alive","",1,"rotated",672,289.984032924596,13.8824436958797,0.225873135451994,0.055076431099656,0.887777507335468,0.112222492664532,0.000211118147209746,TRUE,671,24.2717775667125,208.982001152672,0.0149683375373607,0.0545974025630078,0.99251604082805,0.00748395917195014,0.963114984696555,FALSE,670,44.9188353066246,0.38955223880597,671,0.749085770398739,0.350052083117993,0.719726052587963,0.34144856279819,0,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/141/stats.csv",22,85.3720555555556,85.735,85.194,204.766666666667,1344,31,38,0.127696409974465,0.112222492664532,TRUE,170.386868025986,TRUE,2016-06-30 11:05:00,75.984032924596,199.984032924596,16.815663,-88.082242,2016-06-30 17:05:00,13.5316368771748,60.4082284676651
"15","142","7/1/2016","7/1/2016","7/1/2016","9:29:00","9:49:00",85,258,TRUE,"A","18",1,26,"4","26","142",16.8206666666667,-88.0714333333333,16.8178833333333,-88.0731833333333,"mixed","3",90,4,"ebb","near","near","114","x",181,74,"4","2","","larva in 9:20"," drop 9:22","retrieved alive","","",1,"rotated",880,59.1224967356131,2.84964031839137,1.01615800900214,0.0569217281735503,0.546533849902064,0.453466150097936,2.58172808742243e-79,TRUE,848,30.9971149820411,58.077018805411,0.0479178913729831,0.0485852013445514,0.976047928270888,0.0239520717291124,0.614774911568375,FALSE,818,39.5335885561085,0.336185819070905,848,1.24354340272143,0.439171557065158,1.21388742044098,0.329409143469265,0,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/142/stats.csv",23,85.09,85.194,85.014,817.777777777778,1152,576,39,0.449391811044278,0.453466150097936,FALSE,81.5037858203567,TRUE,2016-07-01 09:39:00,-121.877503264387,-30.8775032643869,16.815663,-88.082242,2016-07-01 15:39:00,32.779832790454,73.4647825106192
"16","144","7/1/2016","7/1/2016","7/1/2016","10:11:00","10:31:00",75,268,TRUE,"A","18",3,26,"4","26","144",16.8178833333333,-88.0731833333333,16.8162333333333,-88.0716833333333,"mixed","3",90,4,"ebb","near","near","115","x",186,67,"5","4","","larva in 9:59"," drop 10:01","retrieved alive","","",1,"rotated",833,43.2001948836722,3.49415550734511,0.83697223390285,0.0554465682302088,0.613874457391111,0.386125542608889,1.15624820112132e-54,TRUE,808,303.454748347361,27.0584535645961,0.105421767612108,0.0498555378073817,0.947362207314406,0.0526377926855944,0.106591056043664,FALSE,783,62.9047341344013,0.503192848020434,808,0.694167794636153,0.586709202963471,0.492840078612424,0.430809970480259,0,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/144/stats.csv",24,85.206,85.374,85.194,1138.84444444444,1536,704,41,0.398009435119544,0.386125542608889,FALSE,126.693444812702,TRUE,2016-07-01 10:21:00,-142.799805116328,-46.7998051163278,16.815663,-88.082242,2016-07-01 16:21:00,23.2043073720804,70.6775992365062
"17","148","7/1/2016","7/1/2016","7/1/2016","11:43:00","12:03:00",53,274,TRUE,"A","18",7,26,"4","26","148",16.8135,-88.0719,16.8106666666667,-88.07225,"clear","2",80,3,"ebb","near","near","117","x",192,68,"4","4","","larva in 11:27"," drop 11:27"," remora","retrieved alive","",1,"rotated",878,263.472846322875,0.443419690491093,19.5228316332298,0.919076250397729,0.0259566570250827,0.974043342974917,0,TRUE,859,71.0364682121788,119.565295994368,0.0231233321450817,0.0482571815692476,0.988439106594813,0.0115608934051866,0.891536405586958,FALSE,843,106.869512052293,0.810201660735469,859,0.631302822826713,0.47424473234912,0.536812928461152,0.460157618409158,0,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/148/stats.csv",26,85.374,85.374,85.374,1516.44444444444,1920,672,44,0.969677166507209,0.974043342974917,FALSE,84.9700489411976,TRUE,2016-07-01 11:53:00,71.472846322875,183.472846322875,16.815663,-88.082242,2016-07-01 17:53:00,6.2252457586738,7.03359215546363
"18","150","7/1/2016","7/1/2016","7/1/2016","12:32:00","12:52:00",42,277,TRUE,"A","18",9,26,"4","26","150",16.8106666666667,-88.07225,NA,NA,"mixed","3",100,3,"ebb","near","near","118","x",194,37,"5","5","","larva in 12:18"," drop 12:21"," remora","not retrieved","",1,"rotated",571,194.664143819776,13.8099681733786,0.246470783890004,0.0598572414570966,0.877690856191203,0.122309143808797,0.000195121186651268,TRUE,571,36.997263429443,30.2659466386611,0.112125946195644,0.0593225133183021,0.944024946566706,0.0559750534332939,0.167117023488403,FALSE,571,47.0104076516297,0.404553415061296,571,0.786092597979078,0.426512052607555,0.711038745034928,0.387798619609305,0,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/150/stats.csv",27,85.394,85.554,85.374,1375.64444444444,1984,672,46,0.119764365505529,0.122309143808797,FALSE,19.1246657323288,FALSE,2016-07-01 12:42:00,0.664143819776001,94.664143819776,16.815663,-88.082242,2016-07-01 18:42:00,12.3797543225097,301.751842914458
"19","152","7/2/2016","7/2/2016","7/2/2016","9:46:00","10:06:00",85,79,TRUE,"A","18",9,8,"17","42","152",16.8220333333333,-88.0708166666667,16.8263333333333,-88.0699833333333,"clear","4+",70,4,"ebb","near","far","120","x",15,115,"5","5","","larva in 9:37"," 9:39 drop","retrieved alive","","",1,"rotated",78,211.640710699227,7.08517401213698,1.44192101271032,0.222623798571658,0.416902689107279,0.583097310892721,3.03687232774976e-12,TRUE,60,314.798002961653,36.5019736648495,0.288057154424892,0.185415495426632,0.857444465948042,0.142555534051958,0.295429568524958,FALSE,45,57.0143554392129,0.533333333333333,60,0.429418059893091,0.197325461187531,0.403044915373543,0.15050265843859,0,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/152/stats.csv",28,85.857,85.915,85.735,1102.22222222222,1664,704,48,0.564775356961695,0.583097310892721,FALSE,24.6971248166673,FALSE,2016-07-02 09:56:00,196.640710699227,141.640710699227,16.815663,-88.082242,2016-07-02 15:56:00,28.9208194921239,72.8926322674613
"20","154","7/2/2016","7/2/2016","7/2/2016","10:31:00","10:51:00",84,279,TRUE,"A","18",4,8,"17","42","154",16.8263333333333,-88.0699833333333,16.8274333333333,-88.0700666666667,"clear","4+",70,3,"ebb","near","far","121","x",15,72,"5","5","","larva in 10:16"," drop 10:18","retrieved alive","","",1,"rotated",557,188.741702587331,1.68566723531585,2.65597298264418,0.136693554464626,0.218334229827495,0.781665770172505,1.57590102276016e-148,TRUE,539,41.6160133271874,74.0097265500932,0.0471644543261084,0.0609398974738574,0.976424327696213,0.0235756723037869,0.741127322695606,FALSE,524,53.2281380644539,0.471374045801527,539,0.422764011800907,0.22290583759642,0.39870951059812,0.207119774767704,0,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/154/stats.csv",29,85.9051098901099,85.915,85.735,1239.91208791209,2048,864,50,0.788419700012179,0.781665770172505,FALSE,129.880948052869,TRUE,2016-07-02 10:41:00,173.741702587331,118.741702587331,16.815663,-88.082242,2016-07-02 16:41:00,18.7469084560757,67.9688555521676
"21","156","7/3/2016","7/3/2016","7/3/2016","9:06:00","9:26:00",63,82,TRUE,"A","18",3,28,"2","28","156",16.8176833333333,-88.0733,16.8178166666667,-88.0732333333333,"mixed","3",80,3,"ebb","near","near","122","x",2,46,"5","5","","","retrrieved alive","","","",1,"rotated",666,170.049418130557,13.5606427679439,0.232314862307796,0.0553543042451015,0.884619107716013,0.115380892283987,0.000141064728911856,TRUE,661,130.965887477108,58.6748049836481,0.0537234090848237,0.0550363002324527,0.973147981841375,0.0268520181586248,0.620889959796595,FALSE,656,40.9395074474082,0.371951219512195,661,0.817154251790408,0.342446064752591,0.781135076682439,0.311411857394811,0,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/156/stats.csv",30,85.5401,85.735,85.374,460,896,160,52,0.149650827121681,0.115380892283987,TRUE,254.256004320879,TRUE,2016-07-03 09:16:00,168.049418130557,90.049418130557,16.815663,-88.082242,2016-07-03 15:16:00,38.1444259872878,74.2499263849324
"22","158","7/3/2016","7/3/2016","7/3/2016","9:47:00","10:07:00",72,82,TRUE,"A","18",60,28,"2","28","158",16.8178166666667,-88.0732333333333,16.8214166666667,-88.0731833333333,"mixed","3",80,3,"ebb","near","near","123","x",2,71,"5","5","","","retrrieved alive","","","",1,"rotated",643,68.3206169650117,14.99171708152,0.213754420494091,0.0562490072736348,0.893728532500499,0.106271467499501,0.000701843053608832,TRUE,621,217.084686264977,62.4919838128459,0.0520404457471825,0.0567792529013432,0.973988581671133,0.0260114183288667,0.656938546343236,FALSE,601,41.4570538250672,0.369384359400998,621,1.11610122221501,0.43036334409849,1.07197186848417,0.404198853701168,0,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/158/stats.csv",31,85.831,85.915,85.735,514.133333333333,704,416,54,0.116865554571476,0.106271467499501,TRUE,137.015348533644,TRUE,2016-07-03 09:57:00,66.3206169650117,-11.6793830349883,16.815663,-88.082242,2016-07-03 15:57:00,28.723920777419,73.0308325506825
"23","160","7/3/2016","7/3/2016","7/3/2016","10:29:00","10:49:00",82,78,TRUE,"A","18",2,28,"2","28","160",16.8214166666667,-88.0731833333333,16.8231166666667,-88.07295,"mixed","3",80,3,"ebb","near","near","124","x",18,11,"5","5","","redeployment wp 125","retrrieved alive","","","",1,"rotated",668,270.748546414416,49.5546237338753,0.0632810776498743,0.0547586503753298,0.968375288645858,0.0316247113541419,0.512691108942887,FALSE,664,183.531728131777,217.453995669664,0.0144607851732833,0.0548842818661499,0.992769796404089,0.00723020359591121,0.965884361583015,FALSE,660,51.9994311384814,0.457575757575758,664,0.682333612008734,0.303752985998032,0.654547542879872,0.294744662731148,0,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/160/stats.csv",32,85.915,85.915,85.915,566.4,768,208,56,0.0350406949715345,0.0316247113541419,TRUE,158.357042242671,TRUE,2016-07-03 10:39:00,252.748546414416,190.748546414416,16.815663,-88.082242,2016-07-03 16:39:00,19.2092694220845,68.6366302229456
"24","162","7/3/2016","7/3/2016","7/3/2016","11:37:00","11:57:00",82,283,TRUE,"A","18",1,28,"2","28","162",16.8189333333333,-88.0718333333333,16.82095,-88.0715166666667,"mixed","3",90,3,"ebb","near","near","126","x",13,70,"5","5","","","retrrieved alive","","","",1,"rotated",669,76.0637086899514,8.88047151209775,0.355528993374205,0.0559730382004094,0.824984329236338,0.175015670763662,1.26045323089874e-09,TRUE,664,356.738420532497,54.0989858689099,0.0581374766503276,0.0549169116044125,0.970943536172566,0.0290564638274341,0.570866069081039,FALSE,660,36.7140769635257,0.307575757575758,664,0.848908689158319,0.331166224377353,0.838616516513259,0.361678702449443,0,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/162/stats.csv",33,85.867,85.915,85.735,793.422222222222,1216,496,58,0.23356560499833,0.175015670763662,TRUE,260.386587522425,TRUE,2016-07-03 11:47:00,63.0637086899514,-13.9362913100486,16.815663,-88.082242,2016-07-03 17:47:00,6.42129487361666,20.359092100356
"25","164","7/3/2016","7/3/2016","7/3/2016","12:21:00","12:41:00",72,278,TRUE,"A","18",7,28,"2","28","164",16.82095,-88.0715166666667,NA,NA,"mixed","3",90,3,"ebb","far","far*","127","x",27,25,"4","4","","end wp 128","retrrieved alive","","","",1,"rotated",623,274.135730027774,4.60538982723422,0.727352112167387,0.0622875767121407,0.658227838439093,0.341772161560907,2.48732512329467e-32,TRUE,616,59.5627697355779,41.9162077581217,0.0779165964152728,0.0570451509250329,0.961071236314728,0.0389287636852716,0.393168752535883,FALSE,609,36.448952573642,0.264367816091954,616,0.83537337851781,0.54351819609963,0.757408453807635,0.532627126563913,0,"E:/Belize_DISC_2016/DATA/DISC_A/deployments/164/stats.csv",34,85.887,85.915,85.735,686.4,960,432,60,0.269935053498516,0.341772161560907,FALSE,138.634735547264,TRUE,2016-07-03 12:31:00,247.135730027774,184.135730027774,16.815663,-88.082242,2016-07-03 18:31:00,10.0535001294491,308.030862366254
