"","distance","distanceX","distanceY","model"
"1",7.07752970445158,-5.00110963425312,-5.00802647193234,"Swimming Behavior"
"2",0.737202182315455,-0.328629459759249,-0.659901307612747,"Swimming Behavior"
"3",7.83924020645904,-5.88748728748034,-5.17601975018656,"Swimming Behavior"
"4",3.60753596290462,-3.03913288278472,-1.94370446427095,"Swimming Behavior"
"5",3.26377676457008,-1.59252134227469,2.84887952418967,"Swimming Behavior"
"6",3.21585810509066,-1.89020910118126,-2.60170192487318,"Swimming Behavior"
"7",5.47154974684859,-2.70502024710945,-4.75612469295821,"Swimming Behavior"
"8",4.05219053407409,-4.02755440742307,-0.446154255484177,"Swimming Behavior"
"9",5.57597713952128,-3.90278632727748,-3.98243392212349,"Swimming Behavior"
"10",11.0617155931146,-9.16406191792544,-6.19528215881924,"Swimming Behavior"
"11",13.8660809854743,-7.90755517650085,-11.3902929297857,"Swimming Behavior"
"12",11.7253926936298,-3.04821759334004,11.3222437406849,"Swimming Behavior"
"13",7.01586172011893,-6.92710679027385,-1.11243300561073,"Swimming Behavior"
"14",4.91826352598031,-2.69724875044561,-4.11268346572014,"Swimming Behavior"
"15",11.2815965275602,-5.22919922628849,-9.99649416857946,"Swimming Behavior"
"16",8.66658702889112,-7.78062275643818,3.81728178830699,"Swimming Behavior"
"17",4.68304422599012,-4.45855544094429,-1.43254549756908,"Swimming Behavior"
"18",5.67753848283219,-4.22678316334264,-3.79061305254489,"Swimming Behavior"
"19",9.97379305989906,-9.67774390141603,2.4120159577199,"Swimming Behavior"
"20",8.18306152374767,-4.10471909995188,-7.07910848991098,"Swimming Behavior"
"21",3.88406227646914,-0.801823058278644,3.80039728853489,"Swimming Behavior"
"22",4.78213298649292,-3.52502357203017,-3.23156381913392,"Swimming Behavior"
"23",6.58125691047767,-4.56581698363313,4.73985841493998,"Swimming Behavior"
"24",6.29237348352101,-2.63723499907726,-5.71305134019994,"Swimming Behavior"
"25",10.2345277434651,-6.33852414395225,8.03546326034112,"Swimming Behavior"
"26",14.4425499599662,-8.91701883725885,-11.361074966837,"Swimming Behavior"
"27",2.85886244331929,-0.842609133303631,2.73186828348199,"Swimming Behavior"
"28",5.67319730112477,-3.87506170836766,4.14355697123041,"Swimming Behavior"
"29",10.7426157476346,-5.62518653287128,-9.15210738418918,"Swimming Behavior"
"30",0.439167117884929,-0.421801767921501,-0.122274388199865,"Swimming Behavior"
"31",3.38145608481877,-2.0244774622181,2.70845643467434,"Swimming Behavior"
"32",10.3261208682575,-8.80236055188249,5.39881662038321,"Swimming Behavior"
"33",5.63005941133691,-4.12048551971697,-3.83655679704942,"Swimming Behavior"
"34",7.95176819194449,-5.89030889034061,-5.34180480313485,"Swimming Behavior"
"35",6.63103959717752,-6.52062205945232,-1.20506186443686,"Swimming Behavior"
"36",6.17451711362461,-0.642859473923585,6.14096028998966,"Swimming Behavior"
"37",2.77271036076566,-1.76416780915896,-2.13907332408791,"Swimming Behavior"
"38",6.63635818796305,-6.21168678375156,2.3358504445941,"Swimming Behavior"
"39",7.6720583322963,-7.65252261581346,-0.54715324052828,"Swimming Behavior"
"40",16.966886336788,-5.58206939514744,-16.0223510519911,"Swimming Behavior"
"41",4.56756956899951,-3.45791102145184,-2.9842156650236,"Swimming Behavior"
"42",16.493309627619,-6.48229598752982,-15.1660509428976,"Swimming Behavior"
"43",9.61776041037236,-5.59427953590149,-7.82338493144238,"Swimming Behavior"
